Date,close_aapl,high_aapl,low_aapl,open_aapl,volume_aapl,close,open,high,low,volume,sma_10,ema_10,rsi,macd,macd_signal,bb_middle,bb_upper,bb_lower,stoch_k,stoch_d,cci,adx,williams_r,target
2023-03-24,158.65005493164062,158.73915274100096,156.27402271003157,157.27393337455686,59196500,158.65005493164062,157.27393337455686,158.73915274100096,156.27402271003157,59196500,154.5009017944336,155.01782155029312,66.65752834472536,3.1013632959502218,2.540844402238766,151.25265884399414,159.95832469429033,142.54699299369796,86.99246347617273,78.59946130222225,126.32179675770594,36.32965328105216,-13.007536523827264,0
2023-03-27,156.6997528076172,159.1648984247364,156.2938425662838,158.34318321903,52390300,156.6997528076172,158.34318321903,159.1648984247364,156.2938425662838,52390300,155.27410888671875,155.32362723344295,61.36247001043829,3.05305618789194,2.643286759369401,151.76548767089844,160.48584238140717,143.0451329603897,73.43449245655691,79.44494720159581,102.73236148765632,36.85531056648945,-26.565507543443086,0
2023-03-28,156.0760040283203,156.9076288835252,154.42267925169685,156.3928163743877,45992200,156.0760040283203,156.3928163743877,156.9076288835252,154.42267925169685,45992200,155.77505340576172,155.46042301432973,59.72831113805283,2.9306583380688664,2.700761075109294,152.27237548828126,160.75421551932462,143.7905354572379,69.09836023936914,76.50843872403293,66.43922124223691,36.38926081387438,-30.90163976063086,1
2023-03-29,159.16485595703125,159.44205919265104,157.75903523168998,157.778824672489,51305700,159.16485595703125,157.778824672489,159.44205919265104,157.75903523168998,51305700,156.5452850341797,156.13395627663908,64.73658305327285,3.047768913425813,2.770162642772598,153.03765869140625,161.0964366728535,144.978880709959,90.57122047855741,77.70135772482782,112.90604460856271,36.55074559894574,-9.428779521442578,1
2023-03-30,160.73899841308594,160.84790077737682,159.659884598305,159.9172833200629,49501700,160.73899841308594,159.9172833200629,160.84790077737682,159.659884598305,49501700,157.18978729248047,156.97123666508395,66.98962919422792,3.230362421514087,2.862202598520896,153.85194702148436,161.56007846475813,146.1438155782106,99.25524454990494,86.30827508927717,132.02554443952485,36.992474787608906,-0.7447554500950694,1
2023-03-31,163.2536163330078,163.35262396586768,160.29347845168977,160.8181856716707,68749800,163.2536163330078,160.8181856716707,163.35262396586768,160.29347845168977,68749800,158.1699020385742,158.11348751379737,70.25865911482302,3.537203067656634,2.9972026923480435,154.53852233886718,162.99183690167524,146.08520777605912,99.3368295778927,96.38776486878503,148.8184526382736,37.86601660631332,-0.6631704221072905,1
2023-04-03,164.51095581054688,164.62975289569243,162.58042764470542,162.62993146566447,56976200,164.51095581054688,162.62993146566447,164.62975289569243,162.58042764470542,56976200,159.03814544677735,159.2766635677518,71.76433581432462,3.8375958619291737,3.16528132626427,155.14936141967775,164.575309420693,145.7234134186625,99.26698190842752,99.28635201207506,153.44490696466912,38.889565273809225,-0.7330180915724696,0
2023-04-04,163.97633361816406,165.1742443629799,163.461521135219,164.93665022196166,46278300,163.97633361816406,164.93665022196166,165.1742443629799,163.461521135219,46278300,159.66680297851562,160.1311490314631,70.1383899140474,3.9865651314178194,3.3295380872949805,155.84385681152344,165.7117656327206,145.97594799032626,92.03953024508756,96.88111391046927,140.4723581278201,39.92941000515494,-7.960469754912436,0
2023-04-05,162.12498474121094,163.40211360465116,160.18456219964705,163.0952111184354,51511700,162.12498474121094,163.0952111184354,163.40211360465116,160.18456219964705,51511700,160.2538803100586,160.4936646150536,64.67386738110038,3.9101620545774267,3.44566288075147,156.38291931152344,166.38559719657565,146.38024142647123,75.72878358926776,89.01176524759428,93.21112346247585,39.30478423492237,-24.271216410732233,1
2023-04-06,163.01605224609375,163.3130600930005,160.38260583340545,160.8083054990294,45390100,163.01605224609375,160.8083054990294,163.3130600930005,160.38260583340545,45390100,160.82116088867187,160.95228054797,66.04508413337544,3.8768241508375354,3.531895134768683,157.07939758300782,166.89088788855713,147.2679072774585,82.82142079640573,83.52991154358703,91.48767785195098,38.72477459113499,-17.17857920359426,0
2023-04-10,160.41229248046875,160.41229248046875,158.48176428720794,159.80838211165943,47716900,160.41229248046875,159.80838211165943,160.41229248046875,158.48176428720794,47716900,160.99738464355468,160.8541008993334,58.85596782342735,3.598817046651476,3.545279517145242,157.74914321899413,166.49236358088496,149.00592285710331,55.70922155776377,71.41980864781243,44.34434951943595,37.352948460298656,-44.29077844223623,0
2023-04-11,159.194580078125,160.73900266239136,158.90746697083827,160.72910794044708,47644200,159.194580078125,160.72910794044708,160.73900266239136,158.90746697083827,47644200,161.24686737060546,160.55236984093185,55.79700364950348,3.2428536019124294,3.48479433409868,158.2604881286621,166.03178485056412,150.48919140676009,44.38331328543379,60.971318546534434,34.920310980301515,36.172197896517666,-55.61668671456621,0
2023-04-12,158.50155639648438,160.441979159197,158.18474404786926,159.61036940374873,50133100,158.50155639648438,159.61036940374873,160.441979159197,158.18474404786926,50133100,161.4894226074219,160.17949466921414,54.074483563533796,2.871725326138005,3.362180532506545,158.6322380065918,165.66795829002461,151.59651772315897,37.93751981752889,46.01001822024216,15.320997780836615,34.75523034347693,-62.06248018247111,1
2023-04-13,163.90704345703125,164.14465273087802,159.80837789845614,160.01628790137767,68445600,163.90704345703125,160.01628790137767,164.14465273087802,159.80837789845614,68445600,161.96364135742186,160.8572308124536,63.53130312160926,2.9794360399636446,3.285631633997965,159.25446319580078,165.82991016395374,152.67901622764782,88.21380056919527,56.84487789071932,92.75369881811146,34.4558815064261,-11.786199430804725,0
2023-04-14,163.56053161621094,164.6594498569072,162.18441013519882,162.9467114928456,49386500,163.56053161621094,162.9467114928456,164.6594498569072,162.18441013519882,49386500,162.24579467773438,161.34874004950038,62.64083874710963,3.002229118593931,3.2289511309171584,159.71779098510743,166.13378430935336,153.3017976608615,84.99090383524282,70.38074140732233,104.22964937701481,34.30108011867655,-15.009096164757176,1
2023-04-17,163.58033752441406,163.73874370809605,162.39232135968928,163.4417358903036,41516200,163.58033752441406,163.4417358903036,163.73874370809605,162.39232135968928,41516200,162.278466796875,161.75448504493923,62.67304296363273,2.987453464971793,3.180651597728086,160.22418441772462,166.16322760834177,154.28514122710746,85.17511802171825,86.12660747538546,88.77268652059483,34.15733597290911,-14.824881978281757,1
2023-04-18,164.80796813964844,165.73858561594125,163.99614775175192,164.44166704612937,49923000,164.80796813964844,164.44166704612937,165.73858561594125,163.99614775175192,49923000,162.30816802978515,162.3096637894318,64.70399118751656,3.039762691811063,3.1524738165446813,160.67315673828125,166.5726290865447,154.7736843900178,88.33746976359082,86.16783054018397,119.40919399545335,34.51053252181289,-11.662530236409184,1
2023-04-19,165.95639038085938,166.48109766330478,163.8872454167369,164.14465925023921,47720200,165.95639038085938,164.14465925023921,166.48109766330478,163.8872454167369,47720200,162.50617370605468,162.97270498787316,66.53818140580086,3.1377165646528624,3.149522366166318,161.08648834228515,167.244635809299,154.9283408752713,93.6754469883109,89.06267825787332,120.669185972015,35.006744842989335,-6.324553011689104,0
2023-04-20,164.98619079589844,166.1940117472462,163.90707678235842,164.43178415064662,52456400,164.98619079589844,164.43178415064662,166.1940117472462,163.90707678235842,52456400,162.79229431152345,163.33879331660503,63.53437651994492,3.1013087595075035,3.139879644834555,161.52308731079103,167.48393132771307,155.562243293869,81.9811577868976,87.99802484626645,99.59788362465278,35.46751342693889,-18.0188422131024,0
2023-04-21,163.37242126464844,164.7881366917755,162.84771406794957,163.40212053189984,58337300,163.37242126464844,163.40212053189984,164.7881366917755,162.84771406794957,58337300,162.82793121337892,163.34490748897656,58.780993351366355,2.9087078241000768,3.0936452806876598,161.82454605102538,167.51295050330762,156.13614159874314,62.52960586356165,79.39540354625672,58.268050999736495,35.2876093147363,-37.47039413643835,1
2023-04-24,163.67933654785156,163.94664508043508,162.25371118266517,163.35262947612597,41949600,163.67933654785156,163.35262947612597,163.94664508043508,162.25371118266517,41949600,163.15463562011718,163.40571277240838,59.403077099369796,2.7491452582773945,3.024745276205607,162.07601013183594,167.62376456592955,156.52825569774234,66.22900559300548,70.24658974782157,43.52551207507195,34.78772335534872,-33.77099440699452,0
2023-04-25,162.13491821289062,164.64955210777222,162.09530911482935,163.5407390651718,48714100,162.13491821289062,163.5407390651718,164.64955210777222,162.09530911482935,48714100,163.44866943359375,163.1746592161324,54.91200762591189,2.4696010986954775,2.913716440703581,162.3477684020996,167.31788253563192,157.37765426856728,47.6133774923961,58.79066298298775,28.37647778212787,34.54254264793752,-52.3866225076039,0
2023-04-26,162.12498474121094,163.62981301273985,161.1745780165714,161.43197669065242,45498800,162.12498474121094,161.43197669065242,163.62981301273985,161.1745780165714,45498800,163.8110122680664,162.98380931160122,54.88326664566013,2.221649003291418,2.775302953221149,162.65021743774415,166.70965750548234,158.59077737000595,47.493644509206874,53.77867586486949,-6.077391993524366,33.781182587238106,-52.506355490793126,1
2023-04-27,166.72857666015625,166.8770729984066,163.54072434320634,163.54072434320634,64902300,166.72857666015625,163.54072434320634,166.8770729984066,163.54072434320634,64902300,164.0931655883789,163.6646761022476,64.22784657862488,2.36930470551701,2.6941033036803215,163.02840347290038,167.12767277534542,158.92913417045534,98.2916392247079,64.4662204087703,129.77294275874166,34.04012810807196,-1.7083607752921033,1
2023-04-28,167.98593139648438,168.15424743397054,166.20391442951103,166.80782487921343,55209200,167.98593139648438,166.80782487921343,168.15424743397054,166.20391442951103,55209200,164.53570556640625,164.4503588830179,66.28198551735255,2.5582905514062872,2.6669407532255147,163.3907501220703,167.87917634451745,158.90232389962316,98.31169085392139,81.36565819594539,183.62284503556373,34.59347463270022,-1.6883091460786066,0
2023-05-01,167.89682006835938,168.74823448461532,166.95630783220886,167.58991750664728,52472900,167.89682006835938,167.58991750664728,168.74823448461532,166.95630783220886,52472900,164.96735382080078,165.07698818944363,65.99275721919233,2.670093480826324,2.6675712987456768,163.6229103088379,168.52061882221642,158.72520179545938,91.94002757559919,96.18111921807615,170.96380154686344,35.248108910734594,-8.059972424400804,0
2023-05-02,166.8572998046875,168.6492415594711,165.86728374647268,168.3918277162097,48425700,166.8572998046875,168.3918277162097,168.6492415594711,165.86728374647268,48425700,165.1722869873047,165.40068121039707,62.563118396048864,2.6443352594143334,2.6629240908794083,163.74022750854493,168.82619108491699,158.65426393217288,78.8482660576972,89.6999948290726,123.78263150947994,35.212421895955686,-21.1517339423028,0
2023-05-03,165.77816772460938,169.21352427793394,165.4910697460863,167.8077034423993,65136000,165.77816772460938,167.8077034423993,169.21352427793394,165.4910697460863,65136000,165.1544647216797,165.469315122072,59.127776337758576,2.5079348315848904,2.6319262390205047,163.8303192138672,168.99307528834547,158.66756313938893,57.266083866789096,76.01812583336184,100.86637349971826,35.33677748331128,-42.733916133210904,0
2023-05-04,164.1347198486328,165.37223965151196,162.6695006318279,163.243711633137,81235400,164.1347198486328,163.243711633137,165.37223965151196,162.6695006318279,81235400,165.06931762695314,165.22666143599216,54.24282839116283,2.24138669053994,2.5538183293243923,163.9308059692383,169.03478076826553,158.82683117021105,36.8225105109696,57.64562014515197,7.699615636001883,33.94626646644677,-63.1774894890304,1
2023-05-05,171.83706665039062,172.55977402605672,169.055109287866,169.27291399392053,113316400,171.83706665039062,169.27291399392053,172.55977402605672,169.055109287866,113316400,165.91578216552733,166.42855329315552,67.70807139480209,2.621442032134496,2.5673430698864133,164.37185668945312,170.50430257301068,158.23941080589557,93.65221841535286,62.580270931037184,199.48015286019492,34.439405550173355,-6.347781584647135,0
2023-05-08,171.7677459716797,172.1142575536809,170.3916245765101,170.7579255984111,55962800,171.7677459716797,170.7579255984111,172.1142575536809,170.3916245765101,55962800,166.72462310791016,167.39931559834173,67.51550391006234,2.883802350670294,2.63063492604319,164.93962936401368,171.58204121399916,158.2972175140282,93.04335161452498,74.50602684694915,180.08136426485197,34.89732041363375,-6.956648385475021,0
2023-05-09,170.0550537109375,171.80737116626167,169.88675280256177,171.3222729910744,45326900,170.0550537109375,171.3222729910744,171.80737116626167,169.88675280256177,45326900,167.51663665771486,167.88217707335912,62.765797374382196,2.919866438687052,2.6884812285719626,165.4826530456543,171.9304845648473,159.03482152646131,78.00020032125524,88.23192345037769,138.44843244786804,35.08491434671481,-21.99979967874477,1
2023-05-10,171.82717895507812,172.29248769554175,170.1837487273319,171.29257694818676,53724500,171.82717895507812,171.29257694818676,172.29248769554175,170.1837487273319,53724500,168.48685607910156,168.59945014276255,65.47242841688171,3.0562130634329208,2.7620275955441542,166.148934173584,172.32163770220225,159.97623064496574,93.56537146687467,88.20297446755164,140.5510177439909,35.36556990989167,-6.434628533125336,1
2023-05-11,172.0152587890625,172.8468685009711,170.45103188917147,172.11426641943214,49514700,172.0152587890625,172.11426641943214,172.8468685009711,170.45103188917147,49514700,169.0155242919922,169.22050626027163,65.7569348797623,3.143212222700555,2.8382645209754345,166.55434494018556,173.1363184584664,159.9723714219047,92.87535113163884,88.14697430658958,129.2106865146349,35.75042531625541,-7.12464886836116,0
2023-05-12,171.08335876464844,172.5605130962495,169.52687667093326,172.12430116865193,45497800,171.08335876464844,172.12430116865193,172.5605130962495,169.52687667093326,45497800,169.32526702880858,169.55920671561287,62.98749334542124,3.101214271772335,2.8908544711348148,166.93048629760742,173.64362682294805,160.21734577226678,84.89148519153422,90.44406926334925,99.51892816755097,35.61806976727395,-15.108514808465783,0
2023-05-15,170.58767700195312,171.71785564660993,169.9928397669383,171.66828335580215,37266700,170.58767700195312,171.66828335580215,171.71785564660993,169.9928397669383,37266700,169.59435272216797,169.74620131312926,61.50371079246449,2.9934268559665895,2.91136894810117,167.28085327148438,173.98946989911485,160.5722366438539,80.64483143186466,86.13722258501257,82.93939870447164,35.49516818607689,-19.355168568135337,0
2023-05-16,170.58767700195312,171.64845141401116,170.3199987334625,170.50836436212853,42110300,170.58767700195312,170.50836436212853,171.64845141401116,170.3199987334625,42110300,169.96739044189454,169.8991968929154,61.50371079246448,2.8748648993556287,2.904068138352062,167.5698387145996,174.32524182418655,160.81443560501265,77.80180958312772,81.11270873550886,76.01788021592594,35.38104528925104,-22.198190416872286,1
2023-05-17,171.2023162841797,171.44023905579192,168.9518675962068,170.23076300297444,57951600,171.2023162841797,170.23076300297444,171.44023905579192,168.9518675962068,57951600,170.50980529785156,170.13612769132706,62.765110548629224,2.798243538207231,2.8829032183230963,167.83213500976564,174.72260736953575,160.94166264999552,83.8410850630884,80.76257535936027,61.8696992414287,34.484856749236236,-16.158914936911607,1
2023-05-18,173.5419921875,173.73035780662187,171.09326939359272,171.50964938607018,65496700,173.5419921875,171.50964938607018,173.73035780662187,171.09326939359272,65496700,171.45053253173828,170.75537578154032,67.17438219394073,2.8929645548007556,2.8849154856186283,168.2599250793457,175.4465241408327,161.07332601785868,98.29700703891989,86.64663389504534,100.5572698979689,34.36720231365158,-1.702992961080129,1
2023-05-19,173.6510467529297,174.87044639396197,173.43294078431077,174.87044639396197,55772400,173.6510467529297,174.87044639396197,174.87044639396197,173.43294078431077,55772400,171.63193054199218,171.281861412702,67.36834955601523,2.942907429946189,2.8965138744841403,168.77385635375975,175.95898018869977,161.58873251881974,90.00569574846634,90.7145959501582,114.92292299903016,34.569697977469566,-9.994304251533672,0
2023-05-22,172.69932556152344,173.20494177332736,171.95578654636702,172.481219573557,43570900,172.69932556152344,172.481219573557,173.20494177332736,171.95578654636702,43570900,171.72508850097657,171.53958216703316,63.82389334321821,2.8725782777690654,2.891726755141126,169.22485580444337,176.20364064100457,162.24607096788216,82.20530707400849,90.1693366204649,79.45801312708898,33.94299902557612,-17.794692925991512,0
2023-05-23,170.08204650878906,171.88637487652753,169.80445985641978,171.63852857067366,50747300,170.08204650878906,171.63852857067366,171.88637487652753,169.80445985641978,50747300,171.72778778076173,171.27457568371605,55.2196560680222,2.575955361996023,2.828572476512105,169.6222122192383,175.80002586840268,163.4443985700739,60.75386303220999,77.65495528489494,27.374231079454766,32.32459522462084,-39.24613696779001,1
2023-05-24,170.35964965820312,170.93465495874622,169.0510289027881,169.61611066863975,45143500,170.35964965820312,169.61611066863975,170.93465495874622,169.0510289027881,45143500,171.5810348510742,171.10822549725916,55.89876413283054,2.336347854582982,2.7301275521262807,170.0339454650879,175.16759555490407,164.90029537527172,23.785812609781914,55.58166090533347,5.8183604991692865,30.490389778920775,-76.21418739021809,1
2023-05-25,171.499755859375,172.4019050243478,170.21095188854838,170.92475054539574,56058300,171.499755859375,170.92475054539574,172.4019050243478,170.21095188854838,56058300,171.52948455810548,171.17941283582564,58.67089103643251,2.212944771038508,2.626690995908726,170.27250442504882,175.2092390918337,165.33576975826395,43.04898777616307,42.529554472718324,42.99981071948113,29.32335716515367,-56.95101222383693,1
2023-05-26,173.91871643066406,174.2557989304357,171.61871039409903,171.82690796374212,54835000,173.91871643066406,171.82690796374212,174.2557989304357,171.61871039409903,54835000,171.81302032470703,171.67746803488717,63.861315260717774,2.284008215304084,2.558154439787798,170.56914367675782,175.63201429949783,165.5062730540178,83.91961996587958,50.25147345060818,110.9697728488745,28.844416130469494,-16.08038003412042,1
2023-05-30,175.77264404296875,177.44808788082548,175.04893689710843,175.43557661912604,55964400,175.77264404296875,175.43557661912604,177.44808788082548,175.04893689710843,55964400,172.3315170288086,172.422045490902,67.25548843204484,2.4615477807067805,2.5388331079715947,170.9629348754883,176.34804336357314,165.57782638740343,80.28012714206683,69.08291162803648,204.74164231253704,29.254226970632306,-19.719872857933172,0
2023-05-31,175.72305297851562,177.80496826079084,175.23726871202743,175.80236562165695,99625300,175.72305297851562,175.80236562165695,177.80496826079084,175.23726871202743,99625300,172.84505462646484,173.0222286704681,67.0740157310747,2.5686379218983006,2.544794070756936,171.40622253417968,176.82598956229867,165.98645550606068,76.48377262213097,80.22783991002579,188.62604978065278,29.72015205285251,-23.51622737786903,1
2023-06-01,178.53857421875,178.56831456742498,175.4057930547119,176.16916396782793,68901800,178.53857421875,176.16916396782793,178.56831456742498,175.4057930547119,68901800,173.57868041992188,174.02520058833755,71.7367967031639,2.8478682121166514,2.605408899028879,172.04424285888672,177.66426802099238,166.42421769678106,99.69073454297633,85.48487810239136,194.90741074043527,30.338088904943373,-0.30926545702367453,1
2023-06-02,179.3911895751953,180.21404129298273,177.71574578706654,179.47050222445276,61945900,179.3911895751953,179.47050222445276,180.21404129298273,177.71574578706654,61945900,174.1636001586914,175.0008349495844,72.98446419718067,3.1021989441452718,2.7047669080521577,172.80706634521485,178.0549705457536,167.5591621446761,92.69366873623183,89.62272530044636,211.07714726534948,31.289321494039637,-7.306331263768169,0
2023-06-05,178.03298950195312,183.35672418608127,176.50624753561252,181.05671795588958,121946500,178.03298950195312,181.05671795588958,183.35672418608127,176.50624753561252,121946500,174.60179443359374,175.5521357772878,67.84639953017947,3.157761774574084,2.795365881356543,173.11686248779296,178.81163891752587,167.42208605806005,63.04208479333057,85.14216269084623,172.92720840142385,32.77587770496215,-36.95791520666943,0
