Date,close_^dji,high_^dji,low_^dji,open_^dji,volume_^dji,close,open,high,low,volume,sma_10,ema_10,rsi,macd,macd_signal,bb_middle,bb_upper,bb_lower,stoch_k,stoch_d,cci,adx,williams_r,target
2023-04-05,33482.71875,33543.83984375,33376.26953125,33394.6015625,286660000,33482.71875,33394.6015625,33543.83984375,33376.26953125,286660000,32850.6134765625,33006.095940973224,60.25339252278311,110.01761999368318,-84.29996959248551,32473.1783203125,33581.090787461246,31365.265853163753,92.02526534970417,93.1077584378602,155.38169493836156,19.933394194763434,-7.974734650295835,1
2023-04-06,33485.2890625,33525.9609375,33325.37109375,33420.9609375,258680000,33485.2890625,33420.9609375,33525.9609375,33325.37109375,258680000,32988.6173828125,33093.221963068994,60.285497611473644,145.58364796160458,-38.32324608166749,32534.6998046875,33721.153116545414,31348.246492829592,91.83238606035502,90.86560892960087,127.10799396383459,19.938859085094887,-8.167613939644976,1
2023-04-10,33586.51953125,33590.23828125,33343.4296875,33425.25,232920000,33586.51953125,33425.25,33590.23828125,33343.4296875,232920000,33123.51640625,33182.91243001099,61.60103539269524,179.86506170614302,5.314415475894609,32618.54375,33852.51189560637,31384.575604393634,97.3654993359837,93.74105024868096,115.79013154207883,20.094763908597884,-2.634500664016295,1
2023-04-11,33684.7890625,33781.2890625,33586.75,33586.75,241430000,33684.7890625,33586.75,33781.2890625,33586.75,241430000,33248.7873046875,33274.16272682717,62.88626631756343,212.51313979139377,46.754160338994446,32711.826171875,33971.76175970536,31451.890584044635,95.11666706201422,94.77151748611765,119.91991144396205,20.672959544441493,-4.8833329379857835,0
2023-04-12,33646.5,33895.4296875,33593.3203125,33764.2109375,260300000,33646.5,33764.2109375,33895.4296875,33593.3203125,260300000,33374.0123046875,33341.860412858594,62.01530064601481,232.61591803720512,83.92651187863657,32786.38115234375,34081.759478555476,31491.002826132022,88.0909131682813,93.5243598554264,107.65040648804047,21.45471622858482,-11.909086831718694,1
2023-04-13,34029.69140625,34054.98828125,33605.171875,33668.96875,277230000,34029.69140625,33668.96875,34054.98828125,33605.171875,277230000,33505.221484375,33466.92059347521,66.94883059305627,276.28303974788287,122.39781745248584,32894.13720703125,34226.21971749905,31562.05469656345,98.87559879225837,94.02772634085129,114.19871939751937,22.508124601522812,-1.1244012077416308,0
2023-04-14,33886.46875,34082.94140625,33730.8515625,33981.7109375,276720000,33886.46875,33981.7109375,34082.94140625,33730.8515625,276720000,33607.965234375,33543.20207647972,63.62268165223571,295.9214783132484,157.10254962463836,32976.13310546875,34340.179016615,31612.08719432249,89.12244467633018,92.02965221228995,102.50479685855262,23.54321347628025,-10.877555323669826,1
2023-04-17,33987.1796875,33991.23046875,33796.91015625,33930.4609375,234530000,33987.1796875,33930.4609375,33991.23046875,33796.91015625,234530000,33679.268359375,33623.9252784834,64.94166578765282,315.9693157554866,188.87590285080802,33082.39306640625,34413.419868971476,31751.366263841024,94.64252543243332,94.2135229670073,96.38094546467988,24.504367431412156,-5.3574745675666815,0
2023-04-18,33976.62890625,34018.62109375,33791.890625,33965.16015625,253570000,33976.62890625,33965.16015625,34018.62109375,33791.890625,253570000,33716.81640625,33688.0532108046,64.67708882988381,327.2338632158571,216.54749492381785,33168.9955078125,34496.0892665585,31841.901749066503,93.1100216830777,92.29166393061372,89.9151842368726,25.459855124122562,-6.889978316922294,0
2023-04-19,33897.01171875,33957.98046875,33814.6484375,33889.828125,251490000,33897.01171875,33889.828125,33957.98046875,33814.6484375,251490000,33766.2796875,33726.04566679467,62.6043711676766,325.9789738960244,238.43379071825916,33235.81611328125,34568.2163076944,31903.415918868108,86.71999352711984,91.49084688087696,78.80555862079441,26.347093695925086,-13.280006472880167,0
2023-04-20,33786.62109375,33875.390625,33677.73828125,33740.6015625,307910000,33786.62109375,33740.6015625,33875.390625,33677.73828125,307910000,33796.669921875,33737.059380786544,59.74543502033196,312.47484865802835,253.242002306213,33323.64169921875,34554.2384737333,32093.044924704205,74.90895740099427,84.91299087039727,61.653864945807896,26.431802556367437,-25.091042599005725,1
2023-04-21,33808.9609375,33858.828125,33688.5703125,33793.6015625,291080000,33808.9609375,33793.6015625,33858.828125,33688.5703125,291080000,33829.037109375,33750.13239109808,60.14212077729624,300.11582241847645,262.6167663286657,33408.82724609375,34520.381742249556,32297.272749937947,67.27263395127687,76.30052829313031,59.314088390352765,26.510460783921047,-32.72736604872313,1
2023-04-24,33875.3984375,33891.1484375,33726.08984375,33805.0390625,252020000,33875.3984375,33805.0390625,33891.1484375,33726.08984375,252020000,33857.925,33772.90803589843,61.361583756501645,292.312558869904,268.55592483691333,33490.720703125,34479.597441079386,32501.843965170614,74.29236381934835,72.1579850572065,64.61324909282659,26.687719545124995,-25.707636180651654,0
2023-04-25,33530.828125,33875.48828125,33525.390625,33828.33984375,297880000,33530.828125,33828.33984375,33875.48828125,33525.390625,297880000,33842.52890625,33728.89350664416,52.406161945887355,255.3806031395943,265.92086049744955,33545.65810546875,34407.04214098369,32684.274069953804,27.12052305375945,56.22850694146155,25.511881471800123,25.75895341532259,-72.87947694624054,0
2023-04-26,33301.87109375,33645.828125,33235.8515625,33596.33984375,321170000,33301.87109375,33596.33984375,33645.828125,33235.8515625,321170000,33808.066015625,33651.25306793613,47.45060932991347,205.27061136354314,253.7908106706683,33591.03916015625,34284.2079653477,32897.870354964805,7.793687025892877,36.40219129966689,-42.29067622822788,24.20558284281888,-92.20631297410712,1
2023-04-27,33826.16015625,33859.75,33374.6484375,33381.66015625,343240000,33826.16015625,33381.66015625,33859.75,33374.6484375,343240000,33787.712890625,33683.05435672047,57.387457987680996,205.49500898785482,244.13165033410561,33646.4671875,34218.01856263324,33074.91581236676,69.68665698277651,34.86695568747628,20.226682507896363,23.00883638660473,-30.31334301722349,1
2023-04-28,34098.16015625,34104.55859375,33728.3984375,33797.4296875,354310000,34098.16015625,33797.4296875,34104.55859375,33728.3984375,354310000,33808.88203125,33758.52813845311,61.459236060427365,225.02700132612517,240.31072053250955,33708.4236328125,34186.03310343048,33230.81416219451,99.2634527786896,58.914598929119656,106.82872024059994,22.68807048241656,-0.7365472213104065,0
2023-05-01,34051.69921875,34257.828125,34030.140625,34116.80859375,244190000,34051.69921875,34116.80859375,34257.828125,34030.140625,244190000,33815.333984375,33811.83197123436,60.39761339291109,234.0591484421384,239.06040611443532,33747.301171875,34203.27659969669,33291.325744053305,79.83036854135293,82.92682610093966,145.61072795756098,22.824456386330983,-20.169631458647075,0
2023-05-02,33684.53125,34017.75,33436.66015625,34017.62109375,274460000,33684.53125,34017.62109375,34017.75,33436.66015625,274460000,33786.12421875,33788.68638555538,52.65660743721542,209.17852376445808,233.08402964443988,33751.4703125,34203.53220218807,33299.40842281193,43.90312889391727,74.3323167379866,-9.181377727151615,21.549058512353216,-56.09687110608273,0
2023-05-03,33414.23828125,33811.83984375,33396.05078125,33726.640625,286900000,33414.23828125,33726.640625,33811.83984375,33396.05078125,286900000,33737.846875,33720.60491204531,47.79972423572913,165.7395237461751,219.61512846478695,33752.06328125,34202.31951080965,33301.807051690346,17.455069450283993,47.062855628518065,-82.66192515059156,20.481415247553905,-82.544930549716,0
2023-05-04,33127.73828125,33354.859375,32937.5,33347.78125,305160000,33127.73828125,33347.78125,33354.859375,32937.5,305160000,33671.95859375,33612.81097917343,43.24639307452487,106.96264881735988,197.08463253530155,33734.3142578125,34249.015731239066,33219.61278438593,14.408409367936475,25.255535904045914,-218.9892301329978,20.64321906361431,-85.59159063206353,1
2023-05-05,33674.37890625,33748.4296875,33248.55078125,33248.55078125,316350000,33674.37890625,33248.55078125,33748.4296875,33248.55078125,316350000,33658.500390625,33624.00514773281,52.536586862131664,103.3001026615384,178.3277265605489,33743.76875,34246.63632377135,33240.901176228654,55.810286268801555,29.224588362340672,-66.9633036356535,19.585602286789612,-44.189713731198445,0
2023-05-08,33618.69140625,33747.48828125,33509.23046875,33715.1484375,225680000,33618.69140625,33715.1484375,33747.48828125,33509.23046875,225680000,33632.8296875,33623.039012917754,51.60974944891464,94.81106960314355,161.62439516906784,33745.37734375,34246.42509744189,33244.32959005811,51.59258470313961,40.603760113292545,-44.48069628560296,18.60352956545239,-48.40741529686039,0
2023-05-09,33561.80859375,33656.3984375,33509.71875,33589.8515625,232940000,33561.80859375,33589.8515625,33656.3984375,33509.71875,232940000,33635.927734375,33611.9062094327,50.62724612181738,82.54198949068814,145.80791403339188,33739.2283203125,34246.084235492635,33232.37240513236,47.28435166447734,51.56240754547283,-60.04411382847334,17.691604895639255,-52.71564833552266,0
2023-05-10,33531.328125,33772.08984375,33239.44921875,33707.19921875,271180000,33531.328125,33707.19921875,33772.08984375,33239.44921875,271180000,33658.8734375,33597.25564862676,50.07711421198328,69.55732249955327,130.55779572662416,33733.4697265625,34246.982202661944,33219.957250463056,44.9757991029692,47.95091182352871,-75.78449774368995,17.55556575668906,-55.0242008970308,0
2023-05-11,33309.51171875,33389.87890625,33127.69921875,33383.890625,298000000,33309.51171875,33383.890625,33389.87890625,33127.69921875,298000000,33607.20859375,33544.93857046735,46.14718729433979,40.89671826148697,112.62558023359672,33697.4607421875,34223.68037034783,33171.241114027165,28.175702062697482,40.145284276714676,-141.9919715500225,17.69956381374335,-71.82429793730252,0
2023-05-12,33300.62109375,33406.3984375,33110.609375,33370.578125,227570000,33300.62109375,33370.578125,33406.3984375,33110.609375,227570000,33527.4546875,33500.517211064194,45.99139532149387,17.266545787089854,93.55377334429537,33668.168359375,34213.903146802746,33122.43357194725,27.50233725044674,33.551279472037805,-125.81222591122243,17.875483059064525,-72.49766274955326,1
2023-05-15,33348.6015625,33400.30078125,33161.9296875,33321.2109375,224020000,33348.6015625,33321.2109375,33400.30078125,33161.9296875,224020000,33457.144921875,33472.89618405252,47.03069547082298,2.3836099221152836,75.31974065985935,33636.239453125,34178.29072379052,33094.18818245949,31.136317913397473,28.938119075513896,-104.0530630726459,18.038836644005617,-68.86368208660252,0
2023-05-16,33012.140625,33290.8515625,33006.19140625,33275.37109375,246680000,33012.140625,33275.37109375,33290.8515625,33006.19140625,246680000,33389.905859375,33389.12244604297,41.063277115803125,-36.144162307391525,53.026960066409174,33588.0150390625,34170.461669301745,33005.56840882325,5.653187536242175,21.43061423336213,-147.4700691628909,18.60141587689709,-94.34681246375783,1
2023-05-17,33420.76953125,33472.37890625,33050.41015625,33092.48046875,307130000,33420.76953125,33092.48046875,33472.37890625,33050.41015625,307130000,33390.558984375,33394.876461535154,49.45187296137166,-33.320661848374584,35.75743568345243,33564.2029296875,34132.95105779925,32995.45480157575,36.602229559413495,24.46391166968438,-75.03707621844516,18.377830554247083,-63.397770440586505,1
2023-05-18,33535.91015625,33579.91015625,33212.08984375,33374.55859375,333070000,33535.91015625,33374.55859375,33579.91015625,33212.08984375,333070000,33431.376171875,33420.518951483304,51.54467883014371,-21.543787849448563,24.29719097687223,33551.6673828125,34111.23150045548,32992.10326516952,45.322836416137086,29.192751170597585,-31.01626379582762,17.75573040510962,-54.677163583862914,0
2023-05-19,33426.62890625,33652.8984375,33336.66015625,33582.94921875,315210000,33426.62890625,33582.94921875,33652.8984375,33336.66015625,315210000,33406.601171875,33421.62985234997,49.45196805213327,-20.788971606991254,15.279958460099534,33532.55078125,34081.67476852413,32983.42679397587,45.27923223790789,42.40143273781949,-17.457636827779176,16.900508624053575,-54.72076776209211,0
2023-05-22,33286.578125,33512.30078125,33207.8515625,33408.5390625,268900000,33286.578125,33408.5390625,33512.30078125,33207.8515625,268900000,33373.38984375,33397.0749928318,46.828017135483606,-31.13282209672616,5.997402348734395,33503.109765625,34038.51770938473,32967.70182186527,39.92476466619905,43.508944440081336,-56.33996275784692,16.530969789401915,-60.07523533380095,0
2023-05-23,33055.51171875,33310.171875,33013.2890625,33190.6015625,291550000,33055.51171875,33190.6015625,33310.171875,33013.2890625,291550000,33322.76015625,33334.97257936237,42.793548151395576,-57.31483625994588,-6.665045373001661,33479.3439453125,34048.83279525119,32909.855095373816,14.14008565210269,33.11469418540321,-113.93090072640534,16.77469679138635,-85.85991434789732,0
2023-05-24,32799.921875,33031.75,32752.439453125,33021.76171875,246180000,32799.921875,33021.76171875,33031.75,32752.439453125,246180000,33249.61953125,33237.69063311467,38.810452092899425,-97.56358319683204,-24.844752937767737,33454.246484375,34092.85557242468,32815.63739632531,4.656735515581513,19.573861944627748,-169.90303523514592,17.678448654199062,-95.34326448441848,0
2023-05-25,32764.650390625,32870.4296875,32586.560546875,32854.26171875,364670000,32764.650390625,32854.26171875,32870.4296875,32586.560546875,364670000,33195.1333984375,33151.68331629836,38.28092313675133,-130.79934569641773,-46.03567148949774,33401.17099609375,34082.34508261791,32719.996909569592,15.021969024252419,11.27293006397887,-173.90013548431463,18.895926771059656,-84.97803097574759,1
2023-05-26,33093.33984375,33162.05859375,32795.5,32795.5,330290000,33093.33984375,32795.5,33162.05859375,32795.5,330290000,33174.4052734375,33141.075412198654,45.71410455954955,-129.12792865111987,-62.65412292182217,33350.92998046875,33963.86939292603,32737.990568011457,42.74709180202013,20.808598780618016,-93.74446252118602,18.829297936362167,-57.25290819797987,0
2023-05-30,33042.78125,33132.69921875,32893.96875,33103.6484375,322700000,33042.78125,33103.6484375,33132.69921875,32893.96875,322700000,33143.8232421875,33123.20374634435,44.819933883772116,-130.3800346993812,-76.19930527733399,33300.48408203125,33835.54593978273,32765.422224279777,38.4824486689259,32.08383649839948,-86.35167356220833,18.767428304143067,-61.5175513310741,0
2023-05-31,32908.26953125,32984.828125,32739.73046875,32948.7109375,689990000,32908.26953125,32948.7109375,32984.828125,32739.73046875,689990000,33133.4361328125,33084.12479814538,42.441398007844256,-140.6054966636948,-89.08054355460615,33261.67099609375,33792.26818265286,32731.073809534646,30.16951636093889,37.13301894396164,-116.85120216056717,19.125417902010252,-69.83048363906111,1
2023-06-01,33061.5703125,33167.75,32704.509765625,32929.8515625,349460000,33061.5703125,32929.8515625,33167.75,32704.509765625,349460000,33097.5162109375,33080.02398257349,45.9611611021842,-134.78543449426797,-98.22152174253853,33244.03759765625,33776.61841672277,32711.456778589734,44.54589579918127,37.73262027634868,-76.2968217163871,18.723728828622463,-55.45410420081873,1
2023-06-02,33762.76171875,33805.0,33187.578125,33187.578125,383590000,33762.76171875,33187.578125,33805.0,33187.578125,383590000,33120.2013671875,33204.158116423765,58.470554017597195,-72.75404358381638,-93.12802611079411,33275.78876953125,33850.87103993906,32700.70649912344,96.53341155839388,57.08294123950467,98.24687862910092,18.347536494965592,-3.4665884416061146,0
2023-06-05,33562.859375,33804.21875,33552.7890625,33771.12890625,367170000,33562.859375,33771.12890625,33804.21875,33552.7890625,367170000,33133.8244140625,33269.37652707399,54.590704276405376,-39.271470792620676,-82.35671504715943,33270.21279296875,33831.73068116631,32708.69490477119,80.12698748559329,73.73543161438947,111.48898548905153,17.99821504228421,-19.873012514406717,1
2023-06-06,33573.28125,33631.25,33399.69140625,33547.671875,294070000,33573.28125,33547.671875,33631.25,33399.69140625,294070000,33162.4947265625,33324.63193124235,54.75925093302988,-11.759773069679795,-68.23732665166351,33267.94228515625,33824.147595351606,32711.73697496089,80.98233363950109,85.88091089449608,83.69835167313879,17.170809192460194,-19.01766636049891,1
2023-06-07,33665.01953125,33708.78125,33546.109375,33562.46875,347400000,33665.01953125,33562.46875,33708.78125,33546.109375,347400000,33223.4455078125,33386.52058578919,56.29696776768914,17.247143856497132,-51.140432550031385,33273.10283203125,33841.891376677755,32704.31428738474,88.51149571765883,83.20693894758442,112.38918611651474,16.621385937690583,-11.488504282341173,1
2023-06-08,33833.609375,33873.80859375,33630.0390625,33656.98046875,269160000,33833.609375,33656.98046875,33873.80859375,33630.0390625,269160000,33326.8142578125,33467.809456554794,59.051513152191724,53.22557463789417,-30.26723111244628,33288.21689453125,33898.220276109154,32678.21351295335,96.87711946057405,88.79031627257798,142.38538012875196,16.56263055392919,-3.1228805394259496,1
2023-06-09,33876.78125,33975.3203125,33787.16015625,33852.44140625,262310000,33876.78125,33852.44140625,33975.3203125,33787.16015625,262310000,33438.02734375,33542.167964453925,59.75110780175589,84.25115488385927,-7.3635539131851715,33316.58037109375,33978.45428999643,32654.706452191065,92.90452784282289,92.76438100701859,145.81258245740167,16.773937514416044,-7.095472157177112,1
2023-06-12,34066.328125,34077.83984375,33878.4609375,33906.80078125,308130000,34066.328125,33906.80078125,34077.83984375,33878.4609375,308130000,33535.326171875,33637.46981182593,62.75943636905136,122.71936698671925,18.653030266795714,33354.86572265625,34092.8273823225,32616.90406299,99.22806420137911,96.33657050159202,150.59834509293987,17.233849980613602,-0.7719357986208883,1
