Date,close_nvda,high_nvda,low_nvda,open_nvda,volume_nvda,close,open,high,low,volume,sma_10,ema_10,rsi,macd,macd_signal,bb_middle,bb_upper,bb_lower,stoch_k,stoch_d,cci,adx,williams_r,target
2023-02-21,20.638086318969727,21.476398057915663,20.601115962656912,20.982803112593405,410015000,20.638086318969727,20.982803112593405,21.476398057915663,20.601115962656912,410015000,21.936824226379393,21.526056603873688,53.47182849158003,1.2055097862277933,1.4848912883023082,21.074880599975586,23.40151085038451,18.74825034956666,30.366430213530546,54.7672119541125,-7.474972854971867,62.037741493933744,-69.63356978646945,1
2023-02-22,20.73700714111328,21.086720955863115,20.404279605625497,20.690046644389827,513184000,20.73700714111328,20.690046644389827,21.086720955863115,20.404279605625497,513184000,21.795040321350097,21.382593065189976,54.08554199970294,1.062032266034862,1.400319483848819,21.149269676208498,23.32810006303002,18.970439289386974,12.671241506441888,34.17189028066333,-26.60779251205501,58.982823285478865,-87.32875849355811,1
2023-02-23,23.644622802734375,23.868440315198026,23.00614609506352,23.420807196057563,1117995000,23.644622802734375,23.420807196057563,23.868440315198026,23.00614609506352,1117995000,21.940820693969727,21.793871199288958,67.6094451050592,1.1694647201892607,1.3541485311169075,21.36614179611206,23.630179485134686,19.102104107089435,93.53905516435265,45.525575628108356,170.10861393064974,57.96723281813617,-6.460944835647341,0
2023-02-24,23.266935348510742,23.454783066670746,22.928214087929295,23.205986370917074,589716000,23.266935348510742,23.205986370917074,23.454783066670746,22.928214087929295,589716000,22.03564319610596,22.06170104460201,64.93394708394405,1.2101792993728537,1.3253546847680968,21.540199089050294,23.826633744958002,19.253764433142585,82.63634348645712,62.948880052417216,132.2096708060784,56.926589326979744,-17.363656513542875,1
2023-02-27,23.48175811767578,23.86044752352484,23.43479762020704,23.65062037481705,452994000,23.48175811767578,23.65062037481705,23.86044752352484,23.43479762020704,452994000,22.259060096740722,22.31989323970633,65.7638263571442,1.245423828189427,1.309368513452363,21.696870803833008,24.06317938319885,19.330562224467165,88.83763687828558,88.33767850969845,140.45629713461096,56.16343891059052,-11.162363121714415,0
2023-02-28,23.19699478149414,23.805497407448314,23.187002738887756,23.35286721573667,455963000,23.19699478149414,23.35286721573667,23.805497407448314,23.187002738887756,455963000,22.401743507385255,22.479366247304114,63.614642498698025,1.2361280353082726,1.294720417823545,21.899405097961427,24.040511567781643,19.758298628141212,80.6173676686397,84.0304493444608,114.59559575428493,55.120549626366525,-19.38263233136029,0
2023-03-01,22.67941665649414,23.236960375063273,22.489571679600164,23.173011690631437,460026000,22.67941665649414,23.173011690631437,23.236960375063273,22.489571679600164,460026000,22.374465942382812,22.51573904897503,59.78999398203009,1.1734697940445962,1.2704702930677552,22.057325744628905,23.921435767903613,20.193215721354196,65.67642905774402,78.37714453488977,62.95879527950321,53.25814989791536,-34.32357094225598,1
2023-03-02,23.294910430908203,23.360856377006066,22.413632614347023,22.46958842521254,389415000,23.294910430908203,22.46958842521254,23.360856377006066,22.413632614347023,389415000,22.42942085266113,22.657406572962877,62.664657476679956,1.1601049227052904,1.2483972189952623,22.175778579711913,24.038319658222942,20.313237501200884,83.44390077790024,76.57923250142798,74.1136619992614,51.613076542685576,-16.556099222099746,1
2023-03-03,23.870441436767578,23.88043347879256,23.111063394953373,23.300908381853713,412393000,23.870441436767578,23.300908381853713,23.88043347879256,23.111063394953373,412393000,22.61806640625,22.87795836638191,65.17198648131969,1.1823246060526778,1.2351826964067456,22.28473949432373,24.271945319434213,20.297533669213248,99.71255466847676,82.94429483470701,111.86745251608058,50.4337276366807,-0.28744533152324103,0
2023-03-06,23.534713745117188,24.228143803852706,23.467767266153697,23.871437687148177,437429000,23.534713745117188,23.871437687148177,24.228143803852706,23.467767266153697,437429000,22.834488677978516,22.99736843524287,62.533778803395364,1.1594777089874668,1.22004169892289,22.407339000701903,24.38531350190869,20.429364499495115,81.86572475411126,88.34072673349607,111.54637809489707,49.56085275597896,-18.134275245888745,0
2023-03-07,23.272884368896484,24.109340983531098,23.225913991146093,23.58468213091472,515154000,23.272884368896484,23.58468213091472,24.109340983531098,23.225913991146093,515154000,23.09796848297119,23.047462241361707,60.47761107328649,1.107477623337715,1.197528883805855,22.51739635467529,24.429724781860113,20.60506792749047,75.0184790715347,85.53225283137424,86.63931958431529,48.40808744372773,-24.981520928465297,1
2023-03-08,24.165306091308594,24.184294766581292,23.408797420933155,23.471756258943316,513573000,24.165306091308594,23.471756258943316,24.184294766581292,23.408797420933155,513573000,23.440798377990724,23.250706577715686,64.73395810673337,1.1253063247066777,1.1830843719860196,22.61791934967041,24.650999106878402,20.584839592462416,98.3566960203962,85.08029994868072,105.88271937799473,47.39205498483564,-1.6433039796037991,0
2023-03-09,23.42078971862793,24.43812863634961,23.367822715310396,24.15930848577099,501257000,23.42078971862793,24.15930848577099,24.43812863634961,23.367822715310396,501257000,23.418415069580078,23.281630785154277,59.02306053265064,1.0670590573066185,1.1598793090501394,22.679617881774902,24.7314310166594,20.627804746890405,74.77994565555025,82.71837358249371,82.24848672051861,46.63684638243518,-25.220054344449743,0
2023-03-10,22.95009422302246,23.61166519332035,22.71124903091007,23.39380627921089,474866000,22.95009422302246,23.39380627921089,23.61166519332035,22.71124903091007,474866000,23.38673095703125,23.221351410221217,55.678709598827304,0.9717151580439491,1.1222464788489015,22.711187076568603,24.759242574323117,20.663131578814088,63.111301340396636,78.74931433878102,29.15349566140794,44.95487279082196,-36.888698659603364,1
2023-03-13,22.951093673706055,23.28287892325679,22.282529164620772,22.737233773647205,421890000,22.951093673706055,22.737233773647205,23.28287892325679,22.282529164620772,421890000,23.33366451263428,23.17221363994573,55.684451454313106,0.8860215731144088,1.075001497702003,22.7963623046875,24.732492279209062,20.860232330165935,63.13607794150345,67.00910831248343,4.391958868112755,42.81351215730702,-36.86392205849655,1
2023-03-14,24.047380447387695,24.20327932512599,23.444771213854455,23.48074905093903,474910000,24.047380447387695,23.48074905093903,24.20327932512599,23.444771213854455,474910000,23.418703079223633,23.33133487766245,61.56613213459759,0.896238688541775,1.0392489358699575,22.910223293304444,24.859359846002576,20.961086740606312,81.87287601028561,69.37341843072856,89.09421761318555,41.62823136155347,-18.12712398971439,1
2023-03-15,24.212276458740234,24.27023747433623,23.344839767755705,23.74557858510268,524486000,24.212276458740234,23.74557858510268,24.27023747433623,23.344839767755705,524486000,23.571989059448242,23.491506074222045,62.375027166070595,0.9071841025196363,1.0128359691998932,22.973227500915527,25.003491372895567,20.942963628935487,89.52253511974386,78.1771630238443,85.57629549818934,40.39033138524278,-10.477464880256138,1
2023-03-16,25.5244197845459,25.571388251640645,23.878487710291054,24.01140269665458,583253000,25.5244197845459,24.01140269665458,25.571388251640645,23.878487710291054,583253000,23.79493999481201,23.861126748826383,68.12408349798858,1.010093690999387,1.012287513559792,23.11218042373657,25.422174264831376,20.802186582641767,98.57189177608379,89.9891009687044,159.49516432650074,40.19225066109332,-1.4281082239162153,1
2023-03-17,25.708303451538086,26.381865775250695,25.65133933448188,25.965136614007125,848547000,25.708303451538086,25.965136614007125,26.381865775250695,25.65133933448188,848547000,23.978726196289063,24.196977058410326,68.84258608517949,1.0938786047991442,1.0286057318076625,23.29839630126953,25.806537547796427,20.790255054742634,83.56899206652106,90.55447298744957,209.85782013286843,40.47871449534672,-16.431007933478938,1
2023-03-20,25.883188247680664,26.007108309767307,25.113687587733228,25.59837339016035,432747000,25.883188247680664,25.59837339016035,26.007108309767307,25.113687587733228,432747000,24.21357364654541,24.503560911004932,69.54567178106657,1.1610071266445239,1.0550860107750348,23.524031162261963,26.108599652963253,20.939462671560673,87.83516517582581,89.99201633947689,179.82979780245824,40.02237948916938,-12.164834824174196,1
