Date,close_amd,high_amd,low_amd,open_amd,volume_amd,close,open,high,low,volume,sma_10,ema_10,rsi,macd,macd_signal,bb_middle,bb_upper,bb_lower,stoch_k,stoch_d,cci,adx,williams_r,target
2023-02-21,76.7699966430664,78.45999908447266,76.44999694824219,77.1500015258789,44045600,76.7699966430664,77.1500015258789,78.45999908447266,76.44999694824219,44045600,82.4900001525879,80.98304943867925,47.38398409227718,2.5213754889553996,3.818495170505766,80.76949996948242,90.38846068339147,71.15053925557338,2.5620460695502385,29.476134670415806,-53.24589659805565,33.6370525226951,-97.43795393044977,0
2023-02-22,76.61000061035156,78.12999725341797,75.91999816894531,76.93000030517578,50286800,76.61000061035156,76.93000030517578,78.12999725341797,75.91999816894531,50286800,81.55999984741212,80.18794965171057,47.10674271524561,1.9909438895466423,3.4529849143139417,80.8650001525879,90.27671825687608,71.45328204829971,5.299556182678819,15.374328327185836,-62.34704802433585,31.303637045636652,-94.70044381732119,1
2023-02-23,79.75,81.79000091552734,77.97000122070312,80.62999725341797,76391300,79.75,80.62999725341797,81.79000091552734,77.97000122070312,76391300,81.06599960327148,80.10832244230865,52.9277299761496,1.8031590391607892,3.1230197392833112,81.10699996948242,90.1348696216656,72.07913031729923,29.736027788045075,12.532543346758045,-21.302450195550456,30.08539270799676,-70.26397221195492,0
2023-02-24,78.08999633789062,78.80999755859375,76.94000244140625,77.75,46700000,78.08999633789062,77.75,78.80999755859375,76.94000244140625,46700000,80.55399932861329,79.74135405968718,49.80703588391232,1.503063390865023,2.7990284695996537,81.25349960327148,89.98068076631803,72.52631844022493,17.963558278333913,17.666380749685935,-58.9293667750333,28.635484872580655,-82.0364417216661,1
2023-02-27,78.7699966430664,80.12000274658203,78.52999877929688,79.63999938964844,45617300,78.7699966430664,79.63999938964844,80.12000274658203,78.52999877929688,45617300,80.28299865722656,79.56474362030158,51.07949434290808,1.305061828757104,2.5002351414311437,81.42199935913087,89.81431678782705,73.02968193043468,23.5926990242208,23.76409503019993,-43.27255247210637,27.61630832840126,-76.40730097577921,0
2023-02-28,78.58000183105469,80.13999938964844,77.41999816894531,77.87000274658203,44220100,78.58000183105469,77.87000274658203,80.13999938964844,77.41999816894531,44220100,79.82799911499023,79.38569965862033,50.69280304940748,1.1199036189820788,2.2241688369413306,81.72849960327149,89.18311205215738,74.27388715438559,22.019894527426025,21.19205060999358,-62.33540646748814,26.3082162501718,-77.98010547257397,0
2023-03-01,78.29000091552734,80.29000091552734,77.87999725341797,78.55000305175781,44266000,78.29000091552734,78.55000305175781,80.29000091552734,77.87999725341797,44266000,79.06199951171875,79.18648170533068,50.06973510489129,0.9389402349398495,1.9671231165410346,81.8854995727539,88.89848595914356,74.87251318636424,22.04653717750727,22.5530435763847,-70.32163225401007,25.13503798489665,-77.95346282249274,1
2023-03-02,80.44000244140625,80.91999816894531,76.6500015258789,77.56999969482422,60108600,80.44000244140625,77.56999969482422,80.91999816894531,76.6500015258789,60108600,78.5879997253418,79.41439456643532,54.53166026042015,0.9579697254618935,1.7652924383252064,81.6754997253418,88.59691698303742,74.75408246764617,44.01170780991152,29.35937983828161,-53.31057918489394,23.625636079926796,-55.98829219008848,1
2023-03-03,81.5199966430664,81.62999725341797,79.33999633789062,80.4000015258789,54536200,81.5199966430664,80.4000015258789,81.62999725341797,79.33999633789062,54536200,78.73199920654297,79.79723130764097,56.62833860037445,1.0481152201576123,1.6218569946916879,81.33599967956543,87.55263057359738,75.11936878553348,54.527713188372424,40.195319391930404,-14.327307314743027,22.444808980065947,-45.472286811627576,0
2023-03-06,81.16000366210938,83.30000305175781,81.04000091552734,82.02999877929688,54541300,81.16000366210938,82.02999877929688,83.30000305175781,81.04000091552734,54541300,78.99799957275391,80.04500809936249,55.70622644878748,1.0780803104536147,1.5131016578440735,81.08950004577636,86.91097318141468,75.26802691013805,51.022427587641424,49.853949528641785,18.44153170207119,21.84871368837125,-48.977572412358576,1
2023-03-07,82.11000061035156,84.8499984741211,80.66999816894531,81.06999969482422,70959000,82.11000061035156,81.06999969482422,84.8499984741211,80.66999816894531,70959000,79.53199996948243,80.42046128317868,57.66533677923528,1.1650546498848513,1.4434922562522292,81.01100006103516,86.73210541229474,75.28989470977558,62.0862756621579,55.878805479390586,42.00513854654356,21.725226196855033,-37.9137243378421,1
2023-03-08,85.37000274658203,85.7699966430664,82.27999877929688,82.79000091552734,69529800,85.37000274658203,82.79000091552734,85.7699966430664,82.27999877929688,69529800,80.40800018310547,81.32037791288838,63.61295825010719,1.4799771130144848,1.4507892276046803,80.98400001525879,86.61678476670959,75.35121526380799,95.93914762996889,69.68261695992273,98.40400685431403,21.855211646868476,-4.060852370031114,0
2023-03-09,84.02999877929688,87.80999755859375,83.58999633789062,85.29000091552734,79496700,84.02999877929688,85.29000091552734,87.80999755859375,83.58999633789062,79496700,80.83600006103515,81.81303625223538,59.88849661284829,1.6029504971301947,1.4812214815097833,80.95099983215331,86.50371438500211,75.39828527930452,68.20858727219294,75.41133685477324,120.05422338153458,22.4831466359883,-31.79141272780706,0
2023-03-10,82.66999816894531,85.44999694824219,81.62999725341797,84.47000122070312,70273600,82.66999816894531,84.47000122070312,85.44999694824219,81.62999725341797,70273600,81.29400024414062,81.968847509819,56.28652681861976,1.5725398462853235,1.4994851544648913,80.92399978637695,86.43762821305879,75.41037135969512,56.770398204365115,73.63937770217565,67.80560864923082,22.248031222298682,-43.229601795634885,0
2023-03-13,82.01000213623047,83.83000183105469,78.5199966430664,81.38999938964844,65269100,82.01000213623047,81.38999938964844,83.83000183105469,78.5199966430664,65269100,81.61800079345703,81.97633016916653,54.571199285214824,1.4781438996086962,1.4952169034936522,80.9504997253418,86.47963543240638,75.42136401827722,51.21954819095432,58.73284455583746,14.601966617576158,20.92036911568646,-48.78045180904568,1
2023-03-14,87.44999694824219,88.30000305175781,83.58999633789062,83.66999816894531,66616300,87.44999694824219,83.66999816894531,88.30000305175781,83.58999633789062,66616300,82.50500030517578,82.97154231081664,64.2436693819428,1.8213017167079073,1.5604338661365031,81.166499710083,87.32144638967526,75.01155303049075,92.7038112258831,66.8979192070675,145.6603222109792,20.84248945647612,-7.296188774116906,1
2023-03-15,89.68000030517578,90.41999816894531,86.22000122070312,86.7699966430664,86177400,89.68000030517578,86.7699966430664,90.41999816894531,86.22000122070312,86177400,83.64400024414063,84.19126194615465,67.31577427249107,2.247293986877679,1.6978058902847386,81.35299987792969,88.25689795722012,74.44910179863926,94.62601275112044,79.51645738931929,186.52753446769853,21.222303370216746,-5.373987248879554,1
2023-03-16,96.5999984741211,96.69000244140625,89.0199966430664,89.72000122070312,115839200,96.5999984741211,89.72000122070312,96.69000244140625,89.0199966430664,115839200,85.2599998474121,86.44739586033037,74.606761444618,3.1074610725746794,1.979736926742727,81.92399978637695,91.40686074137714,72.44113883137676,99.55087842727882,95.62690080142745,255.8998047040644,22.634826058612667,-0.44912157272118486,1
2023-03-17,97.83999633789062,98.75,95.94000244140625,96.66000366210938,94080800,97.83999633789062,96.66000366210938,98.75,95.94000244140625,94080800,86.89199981689453,88.51877776534133,75.6547626605276,3.844885700671327,2.352766681528447,82.81199951171875,94.50619471261871,71.1178043108188,95.88233608624462,96.68640908821463,240.46528175000776,24.22620486956864,-4.117663913755385,0
2023-03-20,96.80999755859375,96.94000244140625,92.9000015258789,96.30000305175781,92008900,96.80999755859375,96.30000305175781,96.94000244140625,92.9000015258789,92008900,88.45699920654297,90.02627227320541,72.9611459549537,4.296658532875256,2.741545051797809,83.72749938964844,96.72256626893173,70.73243251036516,91.22170780383549,95.55164077245297,169.0231502407401,24.716161210840056,-8.77829219616452,0
