Date,close_meta,high_meta,low_meta,open_meta,volume_meta,close,open,high,low,volume,sma_10,ema_10,rsi,macd,macd_signal,bb_middle,bb_upper,bb_lower,stoch_k,stoch_d,cci,adx,williams_r,target
2023-03-13,180.05140686035156,182.91790187644207,173.99994100648928,177.12521091650575,24728000,180.05140686035156,177.12521091650575,182.91790187644207,173.99994100648928,24728000,179.61547241210937,179.24319693234418,60.58004577808754,5.6555999623690525,6.435573319408253,176.22843704223632,186.66320237215908,165.79367171231357,58.32596478483374,57.44493307956632,37.33035245706547,49.72502484310069,-41.674035215166256,1
2023-03-14,193.10987854003906,193.40847431166495,185.68486586763575,186.70008541627902,41642600,193.10987854003906,186.70008541627902,193.40847431166495,185.68486586763575,41642600,181.51452178955077,181.76441177010685,71.16983894307877,6.390173899275794,6.426493435381762,176.9545150756836,189.70827437055053,164.20075578081665,98.87470763000968,69.80111209272043,170.36328661254387,49.48400811872597,-1.1252923699903088,1
2023-03-15,196.82235717773438,196.85221523312586,189.9447682579713,192.04487088136375,42123600,196.82235717773438,192.04487088136375,196.85221523312586,189.9447682579713,42123600,183.93610534667968,184.5022200260391,73.36086608889829,7.189024437474416,6.578999635800294,177.86372833251954,193.2822576023476,162.44519906269147,99.90040240541204,85.70035827341849,177.5520051604905,49.51598154563271,-0.09959759458795986,1
2023-03-16,203.96868896484375,204.79479734999595,195.17016006260434,197.32997901246466,50447100,203.96868896484375,197.32997901246466,204.79479734999595,195.17016006260434,50447100,186.96184387207032,188.04157801491266,76.98652386056753,8.303056033752995,6.923810915390835,179.2457145690918,198.37459835166763,160.11683078651598,97.7384141269749,98.83784138746553,200.9950522119349,50.054247407633305,-2.261585873025091,0
2023-03-17,194.69241333007812,200.95290087614472,194.5132497950303,199.61919032932525,50141100,194.69241333007812,199.61919032932525,200.95290087614472,194.5132497950303,50141100,187.99298400878905,189.2508207994882,64.68056009775225,8.34126329035746,7.207301390384161,180.39878005981444,200.3166010974462,160.48095902218267,70.43402961848349,89.35761538362347,137.89188117833413,50.41375268209739,-29.565970381516514,1
2023-03-20,196.88209533691406,198.42482751615233,192.7316581133867,197.54895062735395,25186300,196.88209533691406,197.54895062735395,198.42482751615233,192.7316581133867,25186300,189.2779281616211,190.63832526083834,66.05970110591502,8.450816106870832,7.456004333681495,181.63943252563476,202.40059249792625,160.87827255334327,76.84242522405637,81.67162298983827,116.70692803362725,50.35715560401601,-23.15757477594364,1
2023-03-21,201.21168518066406,202.59516418009426,197.02142731474626,202.24679993080582,31827000,201.21168518066406,202.24679993080582,202.59516418009426,197.02142731474626,31827000,191.03464965820314,192.5607543371703,68.6650963598993,8.785722875357152,7.721948042016627,183.13637619018556,204.98090988106784,161.29184249930327,89.51354570730528,78.93000018328172,132.5533540377436,50.59822215201407,-10.486454292694727,0
2023-03-22,198.87271118164062,206.39724563624534,198.73336851348913,201.55009512210543,28477800,198.87271118164062,201.55009512210543,206.39724563624534,198.73336851348913,28477800,192.51168823242188,193.70838285434672,65.72959534433653,8.761407199743644,7.929839873562031,184.56414642333985,206.60252837757594,162.52576446910376,76.77419606168831,81.04338899768334,122.62355400061689,51.067194069218196,-23.22580393831169,1
2023-03-23,203.3217315673828,206.90485022311938,201.2017184304711,201.88848410508817,27389700,203.3217315673828,201.88848410508817,206.90485022311938,201.2017184304711,27389700,194.76009063720704,195.4562644385351,68.48909744405606,8.997418969567235,8.143355692763071,186.16858520507813,208.75660539390017,163.5805650162561,89.11068669982635,85.13280948960664,123.07321641408983,51.5349528790552,-10.889313300173658,1
2023-03-24,205.04360961914062,206.60625209994325,202.5951578884906,204.21750129445783,27716400,205.04360961914062,204.21750129445783,206.60625209994325,202.5951578884906,27716400,197.3976577758789,197.1994181077361,69.51229366354929,9.21715158003002,8.358114870216461,187.94123001098632,210.61142456016785,165.2710354618048,94.34357775696859,86.74282017282775,114.16876636031806,51.96930034533242,-5.656422243031409,0
2023-03-27,201.8885040283203,204.89434190908338,200.41545074102171,203.84926426575987,18527200,201.8885040283203,203.84926426575987,204.89434190908338,200.41545074102171,18527200,199.58136749267578,198.05197918420595,65.32644701305097,9.032578659842528,8.493007628141676,189.5984199523926,211.23534636144626,167.96149354333892,84.7550219276587,89.40309546148455,88.83477445112135,51.810555631765325,-15.244978072341297,0
2023-03-28,199.73861694335938,200.08698119285827,196.97165894282725,199.21110435106297,19127300,199.73861694335938,199.21110435106297,200.08698119285827,196.97165894282725,19127300,200.2442413330078,198.35864059496112,62.561936085017614,8.613533913204805,8.517112885154303,190.8793815612793,211.71775354177532,170.04100958078328,78.22138565227161,85.77332844563297,58.89342056735226,50.82569409083641,-21.778614347728396,1
2023-03-29,204.38674926757812,204.75500880981895,201.58991767237677,202.60513730369368,18851100,204.38674926757812,202.60513730369368,204.75500880981895,201.58991767237677,18851100,201.00068054199218,199.45466035361875,65.91991143074483,8.557853753945324,8.525261058912507,192.46839294433593,212.31400284628717,172.6227830423847,92.34733960527504,85.10791572840179,84.96905857470183,50.36524754117851,-7.652660394724967,1
2023-03-30,206.86505126953125,207.11387855844876,201.8686102428606,202.4259809400818,22608300,206.86505126953125,202.4259809400818,207.11387855844876,201.8686102428606,22608300,201.29031677246093,200.80200415651194,67.58913742474815,8.614403603639232,8.543089567857853,194.12608032226564,212.93946910507623,175.31269153945505,99.24857233143273,89.93909919632647,92.29288496167895,50.147723395763094,-0.7514276685672696,1
2023-03-31,210.94581604003906,211.17473288382774,205.80006974339463,206.26786624192704,25440300,210.94581604003906,206.26786624192704,211.17473288382774,205.80006974339463,25440300,202.91565704345703,202.6463335898805,70.17917516862138,8.88607029260072,8.611685712806427,195.45432052612304,215.06233265876872,175.84630839347736,99.10193001931604,96.89928065200793,116.05097182892743,50.28162162193645,-0.8980699806839559,1
2023-04-03,212.0705108642578,212.4885388512506,207.22334536538006,207.8603425627802,17924600,212.0705108642578,207.8603425627802,212.4885388512506,207.22334536538006,17924600,204.43449859619142,204.35982036704002,70.87010235403464,9.087368051495673,8.706822180544277,196.85621337890626,216.99924164331088,176.71318511450164,98.1457051061484,98.83206915229907,116.99608494593193,50.50932243809426,-1.8542948938516022,1
2023-04-04,213.71278381347656,215.22565798742045,211.54300194972922,212.3890208096772,21026400,213.71278381347656,212.3890208096772,215.22565798742045,211.54300194972922,21026400,205.68460845947266,206.060359175483,71.89411477352228,9.272527749695826,8.819963294374588,198.3596290588379,218.819817589505,177.8994405281708,93.27432123047939,96.84065211864794,129.524837789772,50.93142206488325,-6.725678769520626,0
2023-04-05,210.4879608154297,214.18056419915374,208.95519150856262,213.14543424703638,19396600,210.4879608154297,213.14543424703638,214.18056419915374,208.95519150856262,19396600,206.84613342285155,206.86537765547328,66.91944963656925,9.05467521995493,8.866905679490657,199.6789108276367,219.689469093438,179.66835256183543,78.93795146029238,90.11932593230672,104.90034642541133,50.646038977115936,-21.062048539707614,1
2023-04-06,215.0863037109375,215.92235971438376,207.6712387273477,208.26843026535886,26104400,215.0863037109375,208.26843026535886,215.92235971438376,207.6712387273477,26104400,208.02259063720703,208.3600914837395,70.0968213248742,9.147625232820047,8.923049590156536,201.39134063720704,220.50081842627318,182.2818628481409,96.39486541705011,89.53571270260731,114.7593730498543,50.540586208456396,-3.6051345829498906,0
2023-04-10,213.7426300048828,214.64836493411835,209.6718194159604,213.70282432311066,16106100,213.7426300048828,213.70282432311066,214.64836493411835,209.6718194159604,16106100,208.89249267578126,209.3387348512201,68.04027496531384,9.009015229506929,8.940242718026616,203.14507522583008,219.88156433735924,186.40858611430093,88.49789389966756,87.94357025900335,108.11188554213533,50.442665780415396,-11.502106100332432,0
2023-04-11,212.8468475341797,215.00666636154685,212.40890911992813,214.46919096688868,16710100,212.8468475341797,214.46919096688868,215.00666636154685,212.40890911992813,16710100,209.9883270263672,209.97657352084912,66.63666368811461,8.72629237762996,8.897452649947285,204.78484725952148,218.2576358335361,191.31205868550686,83.77098442280207,89.55458124650659,109.88812607804401,50.38783821714787,-16.229015577197917,1
2023-04-12,212.9961395263672,215.8228136209453,211.5828024790781,213.83219549453068,18972200,212.9961395263672,213.83219549453068,215.8228136209453,211.5828024790781,18972200,211.31407928466797,210.52558552185238,66.75973699710516,8.417250275078828,8.801412174973594,205.7791603088379,218.5770305776783,192.9812900399975,84.55877582950075,85.60921805065679,99.59326184850636,50.07935551827479,-15.441224170499249,1
2023-04-13,219.31637573242188,220.11261089704294,214.6782314811641,214.71803716451024,23310400,219.31637573242188,214.71803716451024,220.11261089704294,214.6782314811641,23310400,212.80704193115236,212.1239110146832,71.54527034788872,8.583378578405501,8.757805455659975,206.90386123657225,220.2953529581736,193.5123695149709,96.55919442641591,88.29631822623958,135.6173265727671,50.25028931427998,-3.440805573584074,1
2023-04-14,220.45101928710938,221.06810607273064,216.52949898072916,216.85795280807292,21591200,220.45101928710938,216.85795280807292,221.06810607273064,216.52949898072916,21591200,214.16563873291017,213.63793070057883,72.3158333883694,8.706232677073444,8.747490899942669,207.72797775268555,222.27436663094315,193.18158887442794,97.43909638506221,92.85235554699295,131.5273144412395,50.503022088547006,-2.5609036149377844,0
2023-04-17,217.83334350585938,219.94339387278424,216.1114630684577,218.75897365041038,15481900,217.83334350585938,218.75897365041038,219.94339387278424,216.1114630684577,15481900,214.8543914794922,214.40073302881166,67.75704674459968,8.494452120236957,8.696883144001527,208.8850242614746,222.76597877985648,195.0040697430927,86.57576965835362,93.52468682327725,106.5513599746696,50.596225558701335,-13.424230341646371,0
2023-04-18,216.86790466308594,219.40594596956302,215.19579262276017,218.8784333482308,12281000,216.86790466308594,218.8784333482308,219.40594596956302,215.19579262276017,12281000,215.334130859375,214.84930968958878,66.10194868036986,8.154709244998713,8.588448364200964,209.8843147277832,223.02272360956337,196.745905846003,78.43638574946529,87.48375059762706,91.50684646276407,50.363052579184064,-21.563614250534705,0
2023-04-19,214.68817138671875,216.31053009137096,211.93116090734108,212.46863633007044,15898100,214.68817138671875,212.46863633007044,216.31053009137096,211.93116090734108,15898100,215.43166961669922,214.82001181633967,62.39608151163248,7.621715913349732,8.395101874030718,210.55813903808593,223.22203015605706,197.8942479201148,66.77030093630809,77.26081878137568,52.51167523194354,49.07631345246954,-33.2296990636919,0
2023-04-20,212.0705108642578,215.7332409525059,211.77191510577404,212.47857604073408,16475400,212.0705108642578,212.47857604073408,215.7332409525059,211.77191510577404,16475400,215.58992462158204,214.32010255232478,58.177872692156235,6.908455159829003,8.097772531190376,211.2180290222168,222.69757291357786,199.73848513085574,41.06907388486595,62.09192019021311,33.56382950727019,47.83124984805199,-58.93092611513405,0
2023-04-21,211.891357421875,212.40892241540604,208.59688667282944,209.2239362767764,17717200,211.891357421875,209.2239362767764,212.40892241540604,208.59688667282944,17717200,215.2704299926758,213.87851252860662,57.889425367857626,6.256612355714367,7.729540496095175,211.6465103149414,222.53989888822468,200.7531217416581,33.7168128447071,47.185395888627056,-2.81906002456093,45.71211389788909,-66.2831871552929,0
2023-04-24,211.79180908203125,212.91651318444914,209.72157959330661,212.67763354165274,15750900,211.79180908203125,212.67763354165274,212.91651318444914,209.72157959330661,15750900,215.07534790039062,213.49911190195652,57.71818156434561,5.666667700244261,7.316965936924992,211.98392028808593,222.44791070643262,201.51992986973923,30.75771557970709,35.181200769760046,-0.15087293178298122,43.845626474608466,-69.24228442029292,0
2023-04-25,206.576416015625,210.26900443754622,206.15838799732518,209.83108117114566,19198200,206.576416015625,209.83108117114566,210.26900443754622,206.15838799732518,19198200,214.44830474853515,212.24043992262352,49.46288340585221,4.723840187666951,6.798340787073385,212.21831588745118,221.95176670856253,202.48486506633984,2.8037285224687496,22.42608564896098,-74.07394227228265,41.12322433362581,-97.19627147753125,1
2023-04-26,208.417724609375,213.10563726845726,207.90017479939294,211.50318897041646,41992700,208.417724609375,211.50318897041646,213.10563726845726,207.90017479939294,41992700,213.99046325683594,211.54540077476014,52.06938128970101,4.078209742981954,6.254314578255099,212.65227127075195,220.75949751983214,204.54504502167177,15.153449586526671,16.238297896234176,-53.87712230649719,39.203465371823334,-84.84655041347332,1
2023-04-27,237.44093322753906,240.55625552795624,235.65933664521174,238.7646961349494,71196500,237.44093322753906,238.7646961349494,240.55625552795624,235.65933664521174,71196500,215.80291900634765,216.25367940253813,74.44366158266881,5.841140312920118,6.171679725188103,214.30498046875,227.1125215366431,201.49743940085688,90.94326909177435,36.30014906692326,391.58435775871794,40.39086764624081,-9.056730908225644,1
2023-04-28,239.1927032470703,239.30217267431746,234.6441331221366,237.8888354977016,39554000,239.1927032470703,237.8888354977016,239.30217267431746,234.6441331221366,39554000,217.67708740234374,220.42441101063488,75.19627052552238,7.2955303585845,6.3964498518673825,215.92136306762694,232.2428696495019,199.59985648575199,96.03593949633158,67.37755272487755,271.0036259546898,41.28257718076751,-3.964060503668411,1
2023-05-01,242.0392608642578,242.85542162022017,235.3507976508865,237.50065377540756,29143900,242.0392608642578,237.50065377540756,242.85542162022017,235.3507976508865,29143900,220.0976791381836,224.3543837112936,76.4118735291157,8.578945613298458,6.832949004153598,217.47603530883788,237.17885889862123,197.77321171905453,97.77594896538677,94.91838585116425,224.58299685781773,42.33495170988509,-2.224051034613221,0
2023-05-02,238.1177520751953,243.77110041454424,237.86892480278289,242.0392571311576,24350100,238.1177520751953,242.0392571311576,243.77110041454424,237.86892480278289,24350100,222.22266387939453,226.85681432291207,71.23257082209042,9.173877711587323,7.3011347456403435,218.77839736938478,240.24438965885116,197.3124050799184,84.96958082512329,92.92715642894721,173.52006755042913,43.36921613563794,-15.030419174876702,0
2023-05-03,235.91812133789062,240.6159816358931,231.65819948605633,238.34667803957808,34463900,235.91812133789062,238.34667803957808,240.6159816358931,231.65819948605633,34463900,224.3456588745117,228.50432468927178,68.43073352648223,9.359977869816902,7.712903370475656,219.88866424560547,242.46032776935698,197.31700072185396,79.12147629890545,87.28900202980519,117.04396455050787,43.017700574182875,-20.878523701094544,0
2023-05-04,232.42457580566406,237.08261491383803,231.83733191833227,234.9526541341907,17889400,232.42457580566406,234.9526541341907,237.08261491383803,231.83733191833227,17889400,226.38106536865234,229.2170976195249,64.11713508526185,9.12042902973576,7.994408502327677,220.9854949951172,243.75439954033092,198.21659044990346,69.83327210487019,77.97477640963298,85.85013060850929,42.69129326711745,-30.166727895129803,0
2023-05-05,231.6880340576172,233.579115133768,228.77178589877687,231.15057386548511,26978900,231.6880340576172,231.15057386548511,233.579115133768,228.77178589877687,26978900,228.36073303222656,229.66635879008712,63.21243078827372,8.770056334332423,8.149538068728628,221.81558151245116,244.8723726291572,198.7587903957451,67.8750465457114,72.27659831649568,61.04831812472158,41.76682619125395,-32.124953454288594,1
2023-05-08,232.17575073242188,234.51471793178555,229.18982352600867,230.3344228802493,16400500,232.17575073242188,230.3344228802493,234.51471793178555,229.18982352600867,16400500,230.3991271972656,230.1226118705116,63.57890252963906,8.434510323851725,8.206532519753248,222.73723754882812,245.90294343590247,199.57153166175377,69.17172695895756,68.96001520317971,57.46260851873004,41.00992647235757,-30.828273041042426,1
2023-05-09,232.2752685546875,234.77350399447775,229.99601750847725,230.37423980806227,16865600,232.2752685546875,230.37423980806227,234.77350399447775,229.99601750847725,16865600,232.96901245117186,230.51400399490723,63.65845629021233,8.083437118284337,8.181913439459466,223.70865859985352,246.7630754863919,200.65424171331514,69.43631256278672,68.82769535581856,53.44109750917987,40.33654595400208,-30.563687437213265,0
2023-05-10,231.9866485595703,235.6394311610159,229.63771845877667,235.06215005629753,19119000,231.9866485595703,235.06215005629753,235.6394311610159,229.63771845877667,19119000,235.3259048461914,230.78175755211868,63.2271147504016,7.693237004701871,8.084178152507947,224.65818405151367,247.43214185905288,201.88422624397447,68.66896562987833,69.09233505054088,48.37144199039548,39.81453952520779,-31.331034370121664,1
2023-05-11,234.6839141845703,237.09257544998172,231.21029532036715,231.9567771077636,20449000,234.6839141845703,231.9567771077636,237.09257544998172,231.21029532036715,20449000,235.05020294189453,231.49124057620077,65.57471785844632,7.515018937026667,7.970346309411692,225.4265609741211,248.4632189686173,202.38990297962488,75.84011987975155,71.31513269080554,54.83723098446487,39.50579606670686,-24.159880120248438,0
2023-05-12,232.7132110595703,235.84844374014472,230.3642810485693,235.62947452992515,16155300,232.7132110595703,235.62947452992515,235.84844374014472,230.3642810485693,16155300,234.40225372314453,231.7134170277225,62.43832549528426,7.132541068483107,7.802785261225975,226.03967056274413,249.1665347894926,202.91280633599567,70.60065960594845,71.70324837185944,42.488509414229014,39.00091828226198,-29.399340394051542,1
2023-05-15,237.73951721191406,239.13294378898573,234.22607752588772,235.80861524996425,20653200,237.73951721191406,235.80861524996425,239.13294378898573,234.22607752588772,20653200,233.97227935791017,232.8090716066664,66.79992192019026,7.152555296808515,7.672739268342483,227.03497924804688,250.37588353678876,203.694074959305,83.18531484985564,76.54203144518522,62.76291132643655,38.94780097739726,-16.81468515014436,0
2023-05-16,237.69972229003906,238.515867840056,234.4151992814864,234.68392179887599,18163800,237.69972229003906,234.68392179887599,238.515867840056,234.4151992814864,18163800,233.93047637939452,233.69828082182508,66.73385103540627,7.083550834671087,7.554901581608204,228.07657012939453,251.36887861238725,204.7842616464018,59.52229604811003,71.10275683463804,57.75277825259338,38.898477765737155,-40.47770395188997,1
2023-05-17,241.3524932861328,242.6961513706199,237.0228929104052,237.33143628120126,21193100,241.3524932861328,237.33143628120126,242.6961513706199,237.0228929104052,21193100,234.47391357421876,235.08995581533554,69.69666303937417,7.240152422888002,7.491951749864164,229.40978622436523,252.53600417710206,206.2835682716284,83.8752155915594,75.5276088298417,77.68785077187378,39.350166229195665,-16.124784408440597,1
2023-05-18,245.6920623779297,245.93092684694426,240.05860911308702,240.16809372378933,22943300,245.6920623779297,240.16809372378933,245.93092684694426,240.05860911308702,22943300,235.8006622314453,237.017611553989,72.79647657565873,7.626513567157019,7.518864113322735,231.09086380004882,253.81552614915938,208.36620145093826,98.60794622681804,80.66848595549583,102.93526735233768,40.10579809909798,-1.3920537731819458,0
2023-05-19,244.48773193359375,247.52342779081425,242.26819684565072,246.30914944792605,21599800,244.48773193359375,246.30914944792605,247.52342779081425,242.26819684565072,21599800,237.08063201904298,238.37581525937168,70.63693918084043,7.746234387567085,7.564338168171606,232.72068252563477,254.3529743296118,211.08839072165773,83.81103972282251,88.76473384706667,113.18518909241384,40.9632895593113,-16.188960277177475,1
2023-05-22,247.15516662597656,252.3805394775979,243.9701653095046,244.25881345757563,27738500,247.15516662597656,244.25881345757563,252.3805394775979,243.9701653095046,27738500,238.57857360839844,239.97206096239074,72.57734547710652,7.96454338884692,7.644379212306669,234.48885040283204,254.72539397256088,214.2523068331032,77.86679913373777,86.7619283611261,140.63487597478132,42.18779006425541,-22.133200866262232,0
2023-05-23,245.5825653076172,250.4297156168021,245.49297594907011,245.6522290451414,17748100,245.5825653076172,245.6522290451414,250.4297156168021,245.49297594907011,17748100,239.9093032836914,240.9921526615228,69.6548604132177,7.919369499623286,7.699377269769992,236.43915786743165,252.6593983778971,220.2189173569662,71.20570492091102,77.62784792582376,135.56857507021,43.324826247417796,-28.79429507908898,1
2023-05-24,248.04098510742188,248.41919223447994,243.80095866239202,244.12941248469795,17724300,248.04098510742188,244.12941248469795,248.41919223447994,243.80095866239202,17724300,241.51473693847657,242.27375856077717,71.58139192102999,7.989840886687489,7.757469993153492,238.420320892334,249.24974881750876,227.59089296715922,81.6188755764347,76.8971265436945,126.82562234301871,43.83691624520308,-18.3811244235653,1
2023-05-25,251.50466918945312,254.42091768179606,248.00117676182518,252.21133017450006,22371400,251.50466918945312,252.21133017450006,254.42091768179606,248.00117676182518,22371400,243.19681243896486,243.95210594780914,74.07837768968743,8.230306476980303,7.852037289918855,239.12350769042968,251.34426120758096,226.9027541732784,88.44184689598958,80.4221424644451,159.8434850977773,44.861749229542134,-11.558153104010415,1
2023-05-26,260.810791015625,261.0795135233531,251.5245557905279,251.74350980849536,25727200,260.810791015625,251.74350980849536,261.0795135233531,251.5245557905279,25727200,246.0065704345703,247.01732141468474,79.3326560281592,9.0672814700157,8.095086125938225,240.20441207885742,255.65562864389602,224.7531955138188,99.14533344175737,89.73535197139388,197.0462217611398,46.28096090136385,-0.8546665582426223,1
2023-05-30,261.28851318359375,267.3897623404906,260.06430252774226,264.0057177449401,23816500,261.28851318359375,264.0057177449401,267.3897623404906,260.06430252774226,23816500,248.3614700317383,249.6120835544864,79.56168338641865,9.657809156362674,8.407630732023115,241.16687469482423,259.1465656281267,223.1871837615217,83.83862559597165,90.47526864457286,197.3950732331984,47.94585147123195,-16.161374404028354,1
2023-05-31,263.4782409667969,263.75692631547395,257.23766349405014,258.78038053593673,25473700,263.4782409667969,258.78038053593673,263.75692631547395,257.23766349405014,25473700,250.93932189941407,252.1332030839974,80.62171184109499,10.185091934281928,8.763122972474878,242.4348991394043,262.7950986797671,222.07469959904154,89.43559614295356,90.80651839356085,152.623496308317,48.736970255179195,-10.564403857046441,1
2023-06-01,271.3311767578125,272.7146708722513,264.64272931776173,264.65266175333346,25609500,271.3311767578125,264.65266175333346,272.7146708722513,264.64272931776173,25609500,253.93719024658202,255.62374375196376,83.85557465811658,11.108580818438924,9.232214541667688,244.2055519104004,267.8804790240962,220.53062479670464,96.73321988251176,90.00248054047898,180.40757475225928,49.98490178496801,-3.2667801174882336,0
2023-06-02,271.3311767578125,274.0583441211411,269.84817604113204,271.380960433354,19405300,271.3311767578125,271.380960433354,274.0583441211411,269.84817604113204,19405300,256.5011016845703,258.4796406621181,83.85557465811658,11.705518481884582,9.726875329711067,246.1508819580078,271.93394932670435,220.36781458931125,93.15337138345632,93.10739580297388,165.268170133668,51.210191176032765,-6.846628616543689,0
2023-06-05,270.1169128417969,274.27729699869366,268.29548043796774,269.031999347484,20742900,270.1169128417969,269.031999347484,274.27729699869366,268.29548043796774,20742900,259.06401977539065,260.59550833115054,81.41898565220457,11.942944105450295,10.170089084858914,248.07232589721679,274.96169385332973,221.18295794110384,89.56305765338368,93.14988297311726,138.21010412571957,51.952232572458406,-10.43694234661632,0
2023-06-06,269.8482360839844,275.2726835876364,268.42495116172773,268.8728524691586,19419000,269.8482360839844,268.8728524691586,275.2726835876364,268.42495116172773,19419000,261.3333267211914,262.2778224680294,80.8591235592099,11.97142650100588,10.530356568088306,249.95595016479493,277.3994153259592,222.51248500363067,85.81836029005775,89.51159644229925,119.9961085835494,52.702636917075544,-14.181639709942248,0
