Date,close_hg=f,high_hg=f,low_hg=f,open_hg=f,volume_hg=f,close,open,high,low,volume,sma_10,ema_10,rsi,macd,macd_signal,bb_middle,bb_upper,bb_lower,stoch_k,stoch_d,cci,adx,williams_r,target
2023-03-24,4.101500034332275,4.165500164031982,4.075500011444092,4.165500164031982,471,4.101500034332275,4.165500164031982,4.165500164031982,4.075500011444092,471,4.004549980163574,4.040800989675034,53.978387044701414,-0.00617424421777546,-0.0203851359346442,4.035525000095367,4.1943546722026355,3.876695327988099,80.3379168751149,87.02664855183319,100.96741364623668,19.007827669613395,-19.662083124885093,1
2023-03-27,4.104499816894531,4.125500202178955,4.059999942779541,4.059999942779541,566,4.104499816894531,4.059999942779541,4.125500202178955,4.059999942779541,566,4.008049964904785,4.052382594624033,54.17100033745942,-0.0004266401359851457,-0.01639343677491239,4.0402999997138975,4.201379018642344,3.879220980785451,81.25950835270102,87.1991417426053,71.47898751103479,18.097647852969267,-18.740491647298988,1
2023-03-28,4.111999988555908,4.124499797821045,4.0879998207092285,4.108500003814697,496,4.111999988555908,4.108500003814697,4.124499797821045,4.0879998207092285,496,4.0181999683380125,4.063222120793465,54.681698336903374,0.0046796347630317925,-0.012178822467323554,4.041025006771088,4.203253737157133,3.878796276385043,83.56370678712351,81.72037733831314,80.04322155534572,17.25248088037115,-16.4362932128765,1
2023-03-29,4.114999771118164,4.132999897003174,4.111000061035156,4.132999897003174,636,4.114999771118164,4.132999897003174,4.132999897003174,4.111000061035156,636,4.044049954414367,4.072636239034319,54.89817999338904,0.008866247212948153,-0.007969808531269213,4.038374984264374,4.193809802175445,3.8829401663533036,84.48529826470961,83.10283780151137,98.54620181809888,16.57862458410886,-15.51470173529039,0
2023-03-30,4.0904998779296875,4.120500087738037,4.078999996185303,4.119999885559082,636,4.0904998779296875,4.119999885559082,4.120500087738037,4.078999996185303,636,4.0645499467849735,4.075884173378931,52.68462425802962,0.010090909394138592,-0.0043576649461876515,4.038699972629547,4.194541657124148,3.882858288134946,76.95845513668955,81.66915339617422,71.71282645983558,15.468101975701652,-23.04154486331045,1
2023-03-31,4.104499816894531,4.104499816894531,4.0320000648498535,4.0320000648498535,520,4.104499816894531,4.0320000648498535,4.104499816894531,4.0320000648498535,520,4.083649921417236,4.081087017654495,53.83023432133115,0.012052210685495446,-0.001075689819851032,4.0400249600410465,4.197621383385421,3.8824285366966715,81.25950835270102,80.90108725136672,52.82345594487934,14.943053153994963,-18.740491647298988,0
2023-04-03,4.059500217437744,4.096499919891357,4.056000232696533,4.096499919891357,398,4.059500217437744,4.096499919891357,4.096499919891357,4.056000232696533,398,4.092049932479858,4.077162144887813,49.66754136638266,0.009861783983476258,0.001111804940814426,4.037974965572357,4.193423449631882,3.882526481512833,67.43475722708052,75.21757357215704,41.20662666292986,14.455507819553038,-32.565242772919476,0
2023-04-04,3.9835000038146973,4.065999984741211,3.9739999771118164,4.065999984741211,372,3.9835000038146973,4.065999984741211,4.065999984741211,3.9739999771118164,372,4.088549947738647,4.060132664692701,43.54320113379803,0.0019705576004716008,0.0012835554727458611,4.037824964523315,4.193477499296281,3.8821724297503484,44.0860152045747,64.2600935947854,-36.36081530229056,15.01910302087054,-55.9139847954253,1
2023-04-05,3.997999906539917,3.997999906539917,3.9579999446868896,3.9790000915527344,274,3.997999906539917,3.9790000915527344,3.997999906539917,3.9579999446868896,274,4.081499934196472,4.048835799574013,44.93819422468422,-0.00307779627252458,0.0004112851236917728,4.035649955272675,4.192249108071238,3.879050802474111,37.732258647768084,49.751010359807765,-59.28782255242596,15.717242381185903,-62.267741352231916,1
2023-04-06,4.026000022888184,4.0370001792907715,3.997499942779541,4.0370001792907715,0,4.026000022888184,4.0370001792907715,4.0370001792907715,3.997499942779541,0,4.069499945640564,4.044683840176589,47.62925784930428,-0.004764357162076571,-0.000623843333461896,4.034224951267243,4.190630612087836,3.8778192904466495,42.23599970382802,41.3514245187236,-15.654315969845296,15.684458894972868,-57.76400029617198,0
2023-04-10,3.9865000247955322,3.997999906539917,3.9779999256134033,3.9885001182556152,230,3.9865000247955322,3.9885001182556152,3.997999906539917,3.9779999256134033,230,4.057999944686889,4.0341049646527605,44.33722651400887,-0.009182439106727891,-0.002335562488115095,4.031274962425232,4.188939258545926,3.8736106663045367,13.734963846589585,31.234407399395227,-49.66279860982966,15.893201095395238,-86.26503615341042,1
2023-04-11,4.024499893188477,4.040999889373779,4.024499893188477,4.040999889373779,337,4.024499893188477,4.040999889373779,4.040999889373779,4.024499893188477,337,4.049999952316284,4.03235858802289,48.056763275631425,-0.009507927606299482,-0.0037700355117519725,4.029024958610535,4.18572444898079,3.8723254682402795,32.048134074977106,29.339699208464896,-1.1114039545290497,15.360242391786679,-67.9518659250229,1
2023-04-12,4.084499835968018,4.084499835968018,3.999000072479248,4.010499954223633,288,4.084499835968018,4.010499954223633,4.084499835968018,3.999000072479248,288,4.0472499370574955,4.041838814922004,53.35665643975035,-0.004868267290430772,-0.003989681867487733,4.0327249526977536,4.190986848627805,3.874463056767702,60.96373858320914,35.58227883492527,26.31130233940564,14.322812029507247,-39.03626141679086,1
2023-04-13,4.124000072479248,4.134500026702881,4.099999904632568,4.099999904632568,539,4.124000072479248,4.099999904632568,4.134500026702881,4.099999904632568,539,4.048149967193604,4.056777225386957,56.503167632462976,0.001973289058115668,-0.002797087682367053,4.046099960803986,4.186764244559543,3.9054356770484278,79.99997701992028,57.670616559368845,90.05568755723566,14.037194453282337,-20.000022980079716,0
2023-04-14,4.107500076293945,4.189499855041504,4.100500106811523,4.189499855041504,484,4.107500076293945,4.189499855041504,4.189499855041504,4.100500106811523,484,4.049849987030029,4.0659995619155005,54.83899667755838,0.005994756141961766,-0.0010387189175012892,4.057199966907501,4.179220959348088,3.935178974466915,64.57891555035577,68.51421038449506,100.9152406192476,14.424075002021931,-35.421084449644226,0
2023-04-17,4.065999984741211,4.107999801635742,4.061500072479248,4.10699987411499,374,4.065999984741211,4.10699987411499,4.107999801635742,4.061500072479248,374,4.046000003814697,4.065999638792902,50.78735843655797,0.005766613292995437,0.0003223475245980559,4.064824962615967,4.167499771499993,3.9621501537319412,46.65230318615915,63.74373191881173,22.51404438296034,14.167847706792978,-53.34769681384085,1
2023-04-18,4.0894999504089355,4.0894999504089355,4.059999942779541,4.059999942779541,326,4.0894999504089355,4.059999942779541,4.0894999504089355,4.059999942779541,326,4.048999977111817,4.0702724227230895,52.90904635293727,0.007396793640741528,0.0017372367478267503,4.070524954795838,4.165066700959046,3.9759832086326297,56.80348019168243,56.01156630939912,17.512252904681223,13.906336730079163,-43.19651980831757,0
2023-04-19,4.072000026702881,4.072000026702881,4.0289998054504395,4.070000171661377,494,4.072000026702881,4.070000171661377,4.072000026702881,4.0289998054504395,494,4.057849979400634,4.070586532537597,51.14086618068774,0.007193701211389403,0.002828529640539281,4.073199963569641,4.164680190760992,3.98171973637829,49.2441149723836,50.89996611674172,-23.68899459063875,13.17271928980953,-50.7558850276164,0
2023-04-20,4.021999835968018,4.059500217437744,4.010000228881836,4.058000087738037,471,4.021999835968018,4.058000087738037,4.059500217437744,4.010000228881836,471,4.060249972343445,4.0617525877067635,46.372423515222245,0.002963984506279438,0.0028556206136873125,4.070874953269959,4.165039076140971,3.9767108303989467,27.64575207959785,44.56444908122129,-68.2275963797654,12.26393556774242,-72.35424792040214,0
2023-04-21,3.9800000190734863,4.005499839782715,3.9800000190734863,4.002999782562256,583,3.9800000190734863,4.002999782562256,4.005499839782715,3.9800000190734863,583,4.055649971961975,4.046888484318894,42.76530448611536,-0.003734086448071494,0.0015376792013355512,4.062574958801269,4.158043390014473,3.967106527588065,9.503275553280652,28.797714201754033,-122.92286740695421,11.866780057401266,-90.49672444671936,0
2023-04-24,3.953000068664551,3.9639999866485596,3.950000047683716,3.9639999866485596,522,3.953000068664551,3.9639999866485596,3.9639999866485596,3.950000047683716,522,4.052299976348877,4.029817863290832,40.579995138217065,-0.011093151342954854,-0.00098848690752253,4.055149960517883,4.159992690208373,3.950307230827393,1.2526193711518265,12.800549001343443,-152.1239387131437,11.920275067783814,-98.74738062884818,0
2023-04-25,3.8459999561309814,3.880000114440918,3.8429999351501465,3.880000114440918,671,3.8459999561309814,3.880000114440918,3.880000114440918,3.8429999351501465,671,4.034449982643127,3.9963964256254045,33.31456332321963,-0.025268004310651015,-0.005844390388148228,4.042224967479706,4.17855339221547,3.9058965427439425,0.8658071210451062,3.873900681825862,-236.59186693380389,13.191777930243633,-99.13419287895489,1
2023-04-26,3.8499999046325684,3.868000030517578,3.8434998989105225,3.868000030517578,38282,3.8499999046325684,3.868000030517578,3.868000030517578,3.8434998989105225,38282,4.010999989509583,3.9697788763539794,33.79178064315194,-0.0357666196691393,-0.011828836244346441,4.029124963283539,4.185058869780032,3.8731910567870456,2.020193679876366,1.3795400573577663,-199.9915196534276,14.372459159670608,-97.97980632012363,1
2023-04-27,3.864500045776367,3.878499984741211,3.805000066757202,3.8410000801086426,6253,3.864500045776367,3.8410000801086426,3.878499984741211,3.805000066757202,6253,3.9850499868392943,3.950637270794413,35.591202140268706,-0.042427727341165955,-0.017948614463710343,4.016599977016449,4.182832519678877,3.850367434354021,15.47464545680591,6.12021541924246,-171.57610233960685,15.847896880865875,-84.5253545431941,1
2023-04-28,3.869999885559082,3.8994998931884766,3.8399999141693115,3.871500015258789,1453,3.869999885559082,3.871500015258789,3.8994998931884766,3.8399999141693115,1453,3.9612999677658083,3.9359759280243525,36.29838855193484,-0.04672430337115685,-0.023703752245199647,4.005574977397918,4.179796486017624,3.8313534687782123,16.905033704158654,11.466624280280309,-129.5412463331773,16.808272138541014,-83.09496629584135,1
2023-05-01,3.9170000553131104,3.9830000400543213,3.8554999828338623,3.871500015258789,897,3.9170000553131104,3.871500015258789,3.9830000400543213,3.8554999828338623,897,3.946399974822998,3.9325257693495805,42.144504235540495,-0.04580879465790888,-0.028124760727741494,3.9961999893188476,4.168285581540786,3.8241143970969085,29.12875168427782,20.50281028174746,-73.83129333179042,16.278807926331112,-70.87124831572218,0
2023-05-02,3.8480000495910645,3.93149995803833,3.8429999351501465,3.9184999465942383,820,3.8480000495910645,3.9184999465942383,3.93149995803833,3.8429999351501465,820,3.922249984741211,3.9171574566662137,36.80438520668444,-0.050073752166292174,-0.03251455901545163,3.985624980926514,4.166615004108641,3.804634957744387,11.18335669981379,19.07238069608342,-102.41353442992745,15.94384001501706,-88.81664330018621,0
2023-05-03,3.8315000534057617,3.8450000286102295,3.821500062942505,3.8299999237060547,682,3.8315000534057617,3.8299999237060547,3.8450000286102295,3.821500062942505,682,3.898199987411499,3.9015833833461313,35.6413741896842,-0.05416084105326835,-0.03684381542301498,3.978024983406067,4.171095810289193,3.7849541565229403,6.892067942821675,15.73472544230443,-118.80654352145545,15.903830564356861,-93.10793205717833,1
2023-05-04,3.8499999046325684,3.883500099182129,3.8239998817443848,3.883500099182129,847,3.8499999046325684,3.883500099182129,3.883500099182129,3.8239998817443848,847,3.8809999942779543,3.8922045690345746,38.00673735841987,-0.05526998705143038,-0.04052904974869806,3.9706249833106995,4.171262937935043,3.7699870286863564,14.851444636875597,10.975623093170356,-89.97496150555374,15.236685731592493,-85.1485553631244,1
2023-05-05,3.871500015258789,3.885499954223633,3.8434998989105225,3.8489999771118164,472,3.871500015258789,3.8489999771118164,3.885499954223633,3.8434998989105225,472,3.8701499938964843,3.8884401047117043,40.73296076187219,-0.053794010139050386,-0.043182041826768526,3.9628999829292297,4.166293097780452,3.759506868078008,23.37433240675483,15.0392816621507,-71.13379435411221,14.58478480060107,-76.62566759324517,1
2023-05-08,3.9179999828338623,3.940999984741211,3.8864998817443848,3.8894999027252197,327,3.9179999828338623,3.8894999027252197,3.940999984741211,3.8864998817443848,327,3.8666499853134155,3.893814628006642,46.239478701622,-0.04831518169585092,-0.04420866980058501,3.9594749808311462,4.163469211675769,3.755480749986523,42.32207229531048,26.8492831129803,-32.953128284688376,13.962188271933972,-57.67792770468952,0
2023-05-09,3.8889999389648438,3.9094998836517334,3.874000072479248,3.9094998836517334,396,3.8889999389648438,3.9094998836517334,3.9094998836517334,3.874000072479248,396,3.8709499835968018,3.892939229999042,43.52354728464772,-0.04578544574049337,-0.04452402498856668,3.9526999831199645,4.156606192691275,3.748793773548654,33.00582415492608,32.90074295233046,-46.0603068068702,13.182529056445118,-66.99417584507393,0
2023-05-10,3.828000068664551,3.873500108718872,3.818000078201294,3.8489999771118164,545,3.828000068664551,3.8489999771118164,3.873500108718872,3.818000078201294,545,3.86875,3.881132109756407,38.41267154096187,-0.04814777393913383,-0.04524877477868011,3.939874994754791,4.1412591909727565,3.7384907985368256,11.471335633094201,28.93307736111025,-76.71351028884149,12.861876386731515,-88.5286643669058,0
2023-05-11,3.697499990463257,3.802000045776367,3.677999973297119,3.799999952316284,802,3.697499990463257,3.799999952316284,3.802000045776367,3.677999973297119,802,3.852049994468689,3.847744451703107,30.23325257578128,-0.05986017094342433,-0.04817105401162896,3.918549990653992,4.127608094965728,3.709491886342255,6.3934468518201495,16.956868879946807,-153.36255361782943,14.095059198033058,-93.60655314817986,1
2023-05-12,3.7165000438690186,3.7260000705718994,3.690000057220459,3.690000057220459,318,3.7165000438690186,3.690000057220459,3.7260000705718994,3.690000057220459,318,3.8367000102996824,3.823881832096909,32.48729549093913,-0.06683870939654302,-0.051904585088611774,3.8989999890327454,4.106848226820193,3.691151751245297,12.622971195133449,10.162584560015931,-158.53367625769667,15.240157522813062,-87.37702880486655,1
2023-05-15,3.737499952316284,3.751499891281128,3.7309999465942383,3.751499891281128,476,3.737499952316284,3.751499891281128,3.751499891281128,3.7309999465942383,476,3.81875,3.8081760357731587,34.9874018767392,-0.06986932421277725,-0.05549753291344487,3.882574987411499,4.0869286511830945,3.6782213236399035,19.50818557247415,12.841534539809246,-128.73461851215663,15.86434715747007,-80.49181442752585,0
2023-05-16,3.6545000076293945,3.736999988555908,3.6454999446868896,3.7360000610351562,544,3.6545000076293945,3.7360000610351562,3.736999988555908,3.6454999446868896,544,3.799399995803833,3.7802349397470194,30.223499840914215,-0.07806858412401985,-0.06001174315555987,3.860824990272522,4.065050898552829,3.656599081992215,2.6666845627722386,11.599280443459945,-174.09616750168368,17.23528055114483,-97.33331543722777,1
2023-05-17,3.743000030517578,3.749000072479248,3.6459999084472656,3.6459999084472656,530,3.743000030517578,3.6459999084472656,3.749000072479248,3.6459999084472656,530,3.7905499935150146,3.773464956250757,39.65804126382147,-0.07654300434688688,-0.06331799539382528,3.844374990463257,4.030071992765382,3.6586779881611315,28.888906157060934,17.021258764102438,-129.73583002691143,18.300377326004416,-71.11109384293907,0
2023-05-18,3.68149995803833,3.7135000228881836,3.680500030517578,3.7135000228881836,704,3.68149995803833,3.7135000228881836,3.7135000228881836,3.680500030517578,704,3.773699998855591,3.756744047484861,36.01387339398981,-0.07938145327372403,-0.06653068696980503,3.8273499965667725,4.007126282780113,3.647573710353432,10.66666760856696,14.07408610946671,-127.79369020334249,19.289395759802602,-89.33333239143305,1
2023-05-19,3.7225000858306885,3.755500078201294,3.692500114440918,3.692500114440918,522,3.7225000858306885,3.692500114440918,3.755500078201294,3.692500114440918,522,3.758800005912781,3.7505178726386474,39.97392911872622,-0.07743001185947751,-0.06871055194773953,3.8144749999046326,3.9853397002100897,3.6436102995991755,26.05757384318595,21.871049202937943,-84.86338308137657,19.448438873324523,-73.94242615681405,0
2023-05-22,3.6740000247955322,3.7184998989105225,3.6600000858306885,3.7179999351501465,614,3.6740000247955322,3.7179999351501465,3.7184998989105225,3.6600000858306885,614,3.734400010108948,3.736605536667172,37.05262846379931,-0.07888766220884724,-0.07074597399996108,3.8005249977111815,3.9694188707707965,3.6316311246515665,9.644695852969582,15.456312434907495,-104.45903123976048,19.94832624300557,-90.35530414703042,0
2023-05-23,3.6414999961853027,3.6700000762939453,3.61299991607666,3.6700000762939453,367,3.6414999961853027,3.6700000762939453,3.6700000762939453,3.61299991607666,367,3.7096500158309937,3.7193136202159227,35.196430951911495,-0.08172328613570601,-0.07294143642711007,3.7902999997138975,3.971272743170763,3.609327256257032,8.689046994618138,14.797105563591222,-121.69752810537594,20.880753260496068,-91.31095300538186,0
2023-05-24,3.553499937057495,3.6040000915527344,3.5399999618530273,3.5999999046325684,553,3.553499937057495,3.5999999046325684,3.6040000915527344,3.5399999618530273,553,3.682200002670288,3.6891656778234814,30.710289356881972,-0.09003355705001415,-0.07635986055169089,3.775475001335144,3.9813245817863567,3.5696254208839315,3.366577165565938,7.23344000438455,-155.1073710416094,22.367435379249635,-96.63342283443406,1
2023-05-25,3.5804998874664307,3.6089999675750732,3.56850004196167,3.5845000743865967,546,3.5804998874664307,3.5845000743865967,3.6089999675750732,3.56850004196167,546,3.6704999923706056,3.6694082613949264,33.51050867055973,-0.09336458742546849,-0.07976080592644641,3.761274993419647,3.979415902400084,3.5431340844392105,10.099731496697814,7.38511855229396,-124.31936453967849,23.65199263338158,-89.90026850330219,1
2023-05-26,3.6735000610351562,3.6735000610351562,3.6050000190734863,3.6050000190734863,660,3.6735000610351562,3.6050000190734863,3.6735000610351562,3.6050000190734863,660,3.6661999940872194,3.670152224965877,42.17849410994852,-0.08749156789163326,-0.08130695831948379,3.751450002193451,3.9668008825661727,3.536099121820729,36.129939766227146,16.532082809496963,-73.33166771468039,23.678270803067523,-63.870060233772854,0
2023-05-30,3.6579999923706055,3.680000066757202,3.632499933242798,3.6670000553131104,1442,3.6579999923706055,3.6670000553131104,3.680000066757202,3.632499933242798,1442,3.6582499980926513,3.667942728130373,41.21411957100752,-0.08312961712022648,-0.08167149007963233,3.7384999990463257,3.9433668050468538,3.5336331930457976,35.382302414710885,27.20399122587861,-64.70968727252504,23.592198701731075,-64.61769758528912,0
2023-05-31,3.63100004196167,3.6600000858306885,3.618499994277954,3.626499891281128,484,3.63100004196167,3.626499891281128,3.6600000858306885,3.618499994277954,484,3.655900001525879,3.6612258760996994,39.51909617569211,-0.08091863045593106,-0.08152091815489207,3.727649998664856,3.931151138977453,3.5241488583522593,34.73284387774045,35.41502868622616,-75.51351916355247,23.66795367513975,-65.26715612225955,1
2023-06-01,3.7065000534057617,3.7114999294281006,3.678999900817871,3.683500051498413,403,3.7065000534057617,3.683500051498413,3.7114999294281006,3.678999900817871,403,3.6522500038146974,3.6694575447008013,46.184217564039656,-0.07224143337633171,-0.07966502119918001,3.721399998664856,3.919362018687592,3.52343797864212,77.26218174455924,49.12577601233685,-21.272622766661645,22.846048478716227,-22.737818255440754,1
2023-06-02,3.7225000858306885,3.7674999237060547,3.7190001010894775,3.7669999599456787,326,3.7225000858306885,3.7669999599456787,3.7674999237060547,3.7190001010894775,326,3.656350016593933,3.6791016430880537,47.504510528210325,-0.06334343953504051,-0.07640070486635211,3.715025007724762,3.904019860059186,3.526030155390338,80.21984816663942,64.07162459631303,17.860590586421207,21.24144576302431,-19.78015183336058,1
